indexInDoc	token	ssplit	posTag
129	a	--	OO
130	travelling	--	??
131	salesman	--	NN
132	and	--	OO
133	above	--	OO
134	it	--	NN
135	there	--	OO
136	hung	--	VB
137	a	--	OO
138	picture	--	NN
139	that	--	OO
140	he	--	NN
141	had	--	VB
142	recently	--	RB
143	cut	--	VB
144	out	--	OO
145	of	--	OO
146	an	--	OO
147	illustrated	--	JJ
148	magazine	--	NN
149	and	--	OO
150	housed	--	VB
151	in	--	OO
152	a	--	OO
153	nice	--	JJ
154	gilded	--	JJ
155	frame	SPLIT	NN
156	It	--	NN
157	showed	--	VB
158	a	--	OO
159	lady	--	NN
160	fitted	--	VB
161	out	--	OO
162	with	--	OO
163	a	--	OO
164	fur	--	NN
165	hat	--	NN
166	and	--	OO
167	fur	--	NN
168	boa	--	NN
169	who	--	NN
170	sat	--	VB
171	upright	--	??
172	raising	--	VB
173	a	--	OO
174	heavy	--	JJ
175	fur	--	NN
176	muff	--	NN
177	that	--	OO
178	covered	--	VB
179	the	--	OO
180	whole	--	NN
181	of	--	OO
182	her	--	JJ
183	lower	--	JJ
184	arm	--	NN
185	towards	--	OO
186	the	--	OO
187	viewer	SPLIT	NN
188	Gregor	--	NN
189	then	--	RB
190	turned	--	VB
191	to	--	OO
192	look	--	VB
193	out	--	OO
194	the	--	OO
195	window	--	NN
196	at	--	OO
197	the	--	OO
198	dull	--	JJ
199	weather	SPLIT	NN
200	Drops	--	NN
201	of	--	OO
202	rain	--	NN
203	could	--	VB
204	be	--	VB
205	heard	--	VB
206	hitting	--	VB
207	the	--	OO
208	pane	--	NN
209	which	--	OO
210	made	--	VB
211	him	--	NN
212	feel	--	VB
213	quite	--	RB
214	sad	SPLIT	JJ
215	How	--	RB
216	about	--	??
217	if	--	OO
218	I	--	NN
219	sleep	--	VB
220	a	--	OO
221	little	--	JJ
222	bit	--	NN
223	longer	--	RB
224	and	--	OO
225	forget	--	VB
226	all	--	OO
227	this	--	OO
228	nonsense	--	NN
229	he	--	NN
230	thought	--	VB
231	but	--	OO
232	that	--	OO
233	was	--	VB
234	something	--	NN
235	he	--	NN
236	was	--	VB
237	unable	--	JJ
238	to	--	OO
239	do	--	VB
240	because	--	OO
241	he	--	NN
242	was	--	VB
243	used	--	VB
244	to	--	OO
245	sleeping	--	VB
246	on	--	OO
247	his	--	JJ
248	right	--	NN
249	and	--	OO
250	in	--	OO
251	his	--	JJ
252	present	--	JJ
253	state	--	NN
254	could	--	VB
255	nt	--	RB
256	get	--	VB
257	into	--	OO
258	that	--	OO
259	position	SPLIT	NN
260	However	--	RB
261	hard	--	RB
262	he	--	NN
263	threw	--	VB
264	himself	--	NN
265	onto	--	OO
266	his	--	JJ
267	right	--	NN
268	he	--	NN
269	always	--	RB
270	rolled	--	VB
271	back	--	RB
272	to	--	OO
273	where	--	RB
274	he	--	NN
275	was	SPLIT	VB
276	He	--	NN
277	must	--	VB
278	have	--	VB
279	tried	--	VB
280	it	--	NN
281	a	--	OO
282	hundred	--	OO
283	times	--	NN
284	shut	--	VB
285	his	--	JJ
286	eyes	--	NN
287	so	--	OO
288	that	--	OO
289	he	--	NN
290	would	--	VB
291	nt	--	RB
292	have	--	VB
293	to	--	OO
294	look	--	VB
295	at	--	OO
296	the	--	OO
297	floundering	--	VB
298	legs	--	NN
299	and	--	OO
300	only	--	RB
301	stopped	--	VB
302	when	--	RB
303	he	--	NN
304	began	--	VB
305	to	--	OO
306	feel	--	VB
307	a	--	OO
308	mild	--	JJ
309	dull	--	JJ
310	pain	--	NN
311	there	--	RB
312	that	--	OO
313	he	--	NN
314	had	--	VB
315	never	--	RB
316	felt	--	VB
317	before	SPLIT	??
318	Oh	--	OO
319	God	--	NN
320	he	--	NN
321	thought	--	VB
322	what	--	??
323	a	--	OO
324	strenuous	--	JJ
325	career	--	NN
326	it	--	NN
327	is	--	VB
328	that	--	OO
329	I	--	NN
330	ve	--	VB
331	chosen	SPLIT	VB
332	Travelling	--	VB
333	day	--	NN
334	in	--	OO
335	and	--	OO
336	day	--	NN
337	out	SPLIT	RB
338	Doing	--	VB
339	business	--	NN
340	like	--	OO
341	this	--	OO
342	takes	--	VB
343	much	--	RB
344	more	--	??
345	effort	--	NN
346	than	--	OO
347	doing	--	VB
348	your	--	JJ
349	own	--	JJ
350	business	--	NN
351	at	--	OO
352	home	--	NN
353	and	--	OO
354	on	--	OO
355	top	--	NN
356	of	--	OO
357	that	--	OO
358	there	--	OO
359	s	--	VB
360	the	--	OO
361	curse	--	NN
362	of	--	OO
363	travelling	--	??
364	worries	--	??
365	about	--	OO
366	making	--	VB
367	train	--	NN
368	connections	--	NN
369	bad	--	JJ
370	and	--	OO
371	irregular	--	JJ
372	food	--	NN
373	contact	--	NN
374	with	--	OO
375	different	--	JJ
376	people	--	NN
377	all	--	OO
378	the	--	OO
379	time	--	NN
380	so	--	??
381	that	--	OO
382	you	--	NN
383	can	--	VB
384	never	--	RB
385	get	--	VB
386	to	--	OO
387	know	--	VB
388	anyone	--	NN
389	or	--	OO
390	become	--	VB
391	friendly	--	JJ
392	with	--	OO
393	them	SPLIT	NN
394	It	--	NN
395	can	--	VB
396	all	--	??
397	go	--	VB
398	to	--	OO
399	Hell	SPLIT	??
400	He	--	NN
401	felt	--	VB
402	a	--	OO
403	slight	--	JJ
404	itch	--	NN
405	up	--	??
406	on	--	OO
407	his	--	JJ
408	belly	--	NN
409	pushed	--	VB
410	himself	--	NN
411	slowly	--	RB
412	up	--	RB
413	on	--	OO
414	his	--	JJ
415	back	--	??
416	towards	--	OO
417	the	--	OO
418	headboard	--	NN
419	so	--	??
420	that	--	OO
421	he	--	NN
422	could	--	VB
423	lift	--	VB
424	his	--	JJ
425	head	--	NN
426	better	--	RB
427	found	--	VB
428	where	--	RB
429	the	--	OO
430	itch	--	NN
431	was	--	VB
432	and	--	OO
433	saw	--	VB
434	that	--	OO
435	it	--	NN
436	was	--	VB
437	covered	--	VB
438	with	--	OO
439	lots	--	NN
440	of	--	OO
441	little	--	JJ
442	white	--	JJ
443	spots	--	NN
444	which	--	OO
445	he	--	NN
446	did	--	VB
447	nt	--	RB
448	know	--	VB
449	what	--	NN
450	to	--	OO
451	make	--	VB
452	of	--	OO
453	and	--	OO
454	when	--	RB
455	he	--	NN
456	tried	--	VB
457	to	--	OO
458	feel	--	VB
459	the	--	OO
460	place	--	NN
461	with	--	OO
462	one	--	OO
463	of	--	OO
464	his	--	JJ
465	legs	--	NN
466	he	--	NN
467	drew	--	VB
468	it	--	NN
469	quickly	--	RB
470	back	--	RB
471	because	--	OO
472	as	--	RB
473	soon	--	RB
474	as	--	OO
475	he	--	NN
476	touched	--	VB
477	it	--	NN
478	he	--	NN
479	was	--	VB
480	overcome	--	VB
481	by	--	OO
482	a	--	OO
483	cold	--	JJ
484	shudder	SPLIT	??
485	He	--	NN
486	slid	--	VB
487	back	--	RB
488	into	--	OO
489	his	--	JJ
490	former	--	JJ
491	position	SPLIT	NN
492	Getting	--	VB
493	up	--	RB
494	early	--	RB
495	all	--	OO
496	the	--	OO
497	time	--	NN
498	he	--	NN
499	thought	--	VB
500	it	--	NN
501	makes	--	VB
502	you	--	NN
503	stupid	SPLIT	JJ
504	You	--	NN
505	ve	--	VB
506	got	--	VB
507	to	--	OO
508	get	--	VB
509	enough	--	??
510	sleep	SPLIT	??
511	Other	--	JJ
512	travelling	--	VB
513	salesmen	--	NN
514	live	--	VB
515	a	--	OO
516	life	--	NN
517	of	--	OO
518	luxury	SPLIT	NN
519	For	--	OO
520	instance	--	NN
521	whenever	--	RB
522	I	--	NN
523	go	--	VB
524	back	--	RB
525	to	--	OO
526	the	--	OO
527	guest	--	NN
528	house	--	NN
529	during	--	OO
530	the	--	OO
531	morning	--	NN
532	to	--	OO
533	copy	--	VB
534	out	--	OO
535	the	--	OO
536	contract	--	NN
537	these	--	OO
538	gentlemen	--	NN
539	are	--	VB
540	always	--	RB
541	still	--	RB
542	sitting	--	VB
543	there	--	RB
544	eating	--	VB
545	their	--	JJ
546	breakfasts	SPLIT	NN
547	I	--	NN
548	ought	--	VB
549	to	--	OO
550	just	--	RB
551	try	--	VB
552	that	--	OO
553	with	--	OO
554	my	--	JJ
555	boss	--	NN
556	I	--	NN
557	d	--	VB
558	get	--	VB
559	kicked	--	VB
560	out	--	OO
561	on	--	OO
562	the	--	OO
563	spot	SPLIT	NN
564	But	--	OO
565	who	--	NN
566	knows	--	VB
567	maybe	--	RB
568	that	--	OO
569	would	--	VB
570	be	--	VB
571	the	--	OO
572	best	--	JJ
573	thing	--	NN
574	for	--	OO
575	me	SPLIT	NN
576	If	--	OO
577	I	--	NN
578	did	--	VB
579	nt	--	RB
580	have	--	VB
581	my	--	JJ
582	parents	--	NN
583	to	--	OO
584	think	--	VB
585	about	--	OO
586	I	--	NN
587	d	--	VB
588	have	--	VB
589	given	--	VB
590	in	--	OO
591	my	--	JJ
592	notice	--	NN
593	a	--	OO
594	long	--	JJ
595	time	--	NN
596	ago	--	RB
597	I	--	NN
598	d	--	VB
599	have	--	VB
600	gone	--	VB
601	up	--	??
602	to	--	OO
603	the	--	OO
604	boss	--	NN
605	and	--	OO
606	told	--	VB
607	him	--	NN
608	just	--	RB
609	what	--	NN
610	I	--	NN
611	think	--	VB
612	tell	--	VB
613	him	--	NN
614	everything	--	NN
615	I	--	NN
616	would	--	VB
617	let	--	VB
618	him	--	NN
619	know	--	VB
620	just	--	RB
621	what	--	NN
622	I	--	NN
623	feel	SPLIT	VB
624	He	--	NN
625	d	--	VB
626	fall	--	VB
627	right	--	RB
628	off	--	OO
629	his	--	JJ
630	desk	SPLIT	NN
631	And	--	OO
632	it	--	NN
633	s	--	VB
634	a	--	OO
635	funny	--	JJ
636	sort	--	NN
637	of	--	OO
638	business	--	NN
639	to	--	OO
640	be	--	VB
641	sitting	--	VB
642	up	--	OO
643	there	--	??
644	at	--	OO
645	your	--	JJ
646	desk	--	NN
647	talking	--	VB
648	down	--	OO
649	at	--	OO
650	your	--	JJ
651	subordinates	--	NN
652	from	--	OO
653	up	--	RB
654	there	--	RB
655	especially	--	RB
656	when	--	RB
657	you	--	NN
658	have	--	VB
659	to	--	OO
660	go	--	VB
661	right	--	RB
662	up	--	OO
663	close	--	RB
664	because	--	OO
665	the	--	OO
666	boss	--	NN
667	is	--	VB
668	hard	--	JJ
669	of	--	OO
670	hearing	SPLIT	NN
671	Well	--	RB
672	there	--	OO
673	s	--	VB
674	still	--	RB
675	some	--	OO
676	hope	--	NN
677	once	--	RB
678	I	--	NN
679	ve	--	VB
680	got	--	VB
681	the	--	OO
682	money	--	NN
683	together	--	RB
684	to	--	OO
685	pay	--	VB
686	off	--	OO
687	my	--	JJ
688	parents	--	NN
689	debt	--	NN
690	to	--	OO
691	him	--	NN
692	another	--	OO
693	five	--	OO
694	or	--	OO
695	six	--	OO
696	years	--	NN
697	I	--	NN
698	suppose	--	VB
699	that	--	OO
700	s	--	VB
701	definitely	--	RB
702	what	--	NN
703	I	--	NN
704	ll	--	VB
705	do	SPLIT	VB
706	That	--	OO
707	s	--	VB
708	when	--	RB
709	I	--	NN
710	ll	--	VB
711	make	--	VB
712	the	--	OO
713	big	--	JJ
714	change	SPLIT	NN
715	First	--	??
716	of	--	OO
717	all	--	OO
718	though	--	??
719	I	--	NN
720	ve	--	VB
721	got	--	VB
722	to	--	OO
723	get	--	VB
724	up	--	OO
725	my	--	JJ
726	train	--	NN
727	leaves	--	VB
728	at	--	OO
729	five	SPLIT	OO
