indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
104	114	is	VBZ	VBZ	YES
105	116	Introduction	NNP	??	NO
106	117	Solvency	NNP	NNP	YES
107	118	2	CD	CD	YES
108	119	standards	NNS	NNS	YES
109	120	will	MD	MD	YES
110	121	make	VB	VB	YES
111	122	a	DT	DT	YES
112	123	radical	JJ	JJ	YES
113	124	change	NN	NN	YES
114	125	in	IN	IN	YES
115	126	risk	NN	NN	YES
116	127	management	NN	NN	YES
117	128	practices	NNS	NNS	YES
118	129	in	IN	IN	YES
119	130	the	DT	DT	YES
120	131	actuarial	JJ	JJ	YES
121	132	sector	NN	NN	YES
122	134	They	PRP	PRP	YES
123	135	are	VBP	VBP	YES
124	136	based	VBN	VBN	YES
125	137	on	IN	IN	YES
126	138	a	DT	DT	YES
127	139	strengthening	NN	NN	YES
128	140	of	IN	IN	YES
129	141	risk	NN	NN	YES
130	142	control	NN	NN	YES
131	143	and	CC	CC	YES
132	144	minimization	NN	NN	YES
133	145	of	IN	IN	YES
134	146	a	DT	DT	YES
135	147	ruin	NN	??	NO
136	148	probability	NN	NN	YES
137	150	The	DT	DT	YES
138	151	determination	NN	NN	YES
139	152	of	IN	IN	YES
140	153	the	DT	DT	YES
141	154	economic	JJ	JJ	YES
142	155	regulatory	JJ	JJ	YES
143	156	capital	NN	NN	YES
144	157	will	MD	MD	YES
145	158	be	VB	VB	YES
146	159	faced	VBN	VBN	YES
147	160	under	IN	IN	YES
148	161	this	DT	DT	YES
149	162	prudential	JJ	JJ	YES
150	163	mechanism	NN	NN	YES
151	164	with	IN	IN	YES
152	165	a	DT	DT	YES
153	166	kind	NN	NN	YES
154	167	of	IN	IN	YES
155	168	methodological	JJ	JJ	YES
156	169	revolution	NN	NN	YES
157	171	A	DT	DT	YES
158	172	choices	NNS	NNS	YES
159	173	of	IN	IN	YES
160	174	a	DT	DT	YES
161	175	dependence	NN	NN	YES
162	176	model	NN	NN	YES
163	177	between	IN	IN	YES
164	178	different	JJ	JJ	YES
165	179	risks	NNS	NNS	YES
166	180	and	CC	CC	YES
167	181	of	IN	IN	YES
168	182	an	DT	DT	YES
169	183	aggregation	NN	NN	YES
170	184	methodology	NN	NN	YES
171	185	are	VBP	VBP	YES
172	186	both	DT	DT	YES
173	187	required	VBN	VBN	YES
174	189	In	IN	IN	YES
175	190	the	DT	DT	YES
176	191	prescribed	VBN	VBN	YES
177	192	Standard	NNP	NNP	YES
178	193	Formula	NNP	NNP	YES
179	195	risks	NNS	NNS	YES
180	196	aggregation	NN	NN	YES
181	197	is	VBZ	VBZ	YES
182	198	done	VBN	VBN	YES
183	199	using	VBG	VBG	YES
184	200	correlation	NN	NN	YES
185	201	matrices	NNS	NNS	YES
186	202	that	WDT	WDT	YES
187	203	connect	VBP	VBP	YES
188	204	families	NNS	NNS	YES
189	205	and	CC	CC	YES
190	206	subfamilies	NNS	NNS	YES
191	207	of	IN	IN	YES
192	208	risks	NNS	NNS	YES
193	210	Recently	RB	RB	YES
194	211	the	DT	DT	YES
195	212	proof	NN	NN	YES
196	213	of	IN	IN	YES
197	214	factorization	NN	NN	YES
198	215	in	IN	IN	YES
199	216	heavy	JJ	JJ	YES
200	217	quarkonium	NN	NN	YES
201	218	production	NN	NN	YES
202	219	in	IN	IN	YES
203	220	NRQCD	NNP	NNP	YES
204	221	color	NN	NN	YES
205	222	octet	NN	NN	YES
206	223	mechanism	NN	NN	YES
207	224	is	VBZ	VBZ	YES
208	225	given	VBN	VBN	YES
209	226	at	IN	IN	YES
210	228	order	NN	NN	YES
211	230	NNLO	NNP	NN	NO
212	232	in	IN	IN	YES
213	233	coupling	VBG	VBG	YES
214	234	constant	JJ	JJ	YES
215	235	by	IN	IN	YES
216	236	using	VBG	VBG	YES
217	237	diagrammatic	JJ	JJ	YES
218	238	method	NN	NN	YES
219	239	of	IN	IN	YES
220	240	QCD	NNP	NNP	YES
221	241	In	IN	IN	YES
222	242	this	DT	DT	YES
223	243	paper	NN	NN	YES
224	244	we	PRP	PRP	YES
225	245	prove	VBP	VBP	YES
226	246	factorization	NN	NN	YES
227	247	in	IN	IN	YES
228	248	heavy	JJ	JJ	YES
229	249	quarkonium	NN	NN	YES
230	250	production	NN	NN	YES
231	251	in	IN	IN	YES
232	252	NRQCD	NNP	NNP	YES
233	253	color	NN	NN	YES
234	254	octet	NN	NN	YES
235	255	mechanism	NN	NN	YES
236	256	at	IN	IN	YES
237	257	all	DT	DT	YES
238	258	order	NN	NN	YES
239	259	in	IN	IN	YES
240	260	coupling	VBG	VBG	YES
241	261	constant	JJ	JJ	YES
242	262	by	IN	IN	YES
243	263	using	VBG	VBG	YES
244	264	path	NN	NN	YES
245	265	integral	JJ	JJ	YES
246	266	method	NN	NN	YES
247	267	of	IN	IN	YES
248	268	QCD	NNP	NNP	YES
249	269	Our	PRP$	PRP$	YES
250	270	proof	NN	NN	YES
251	271	is	VBZ	VBZ	YES
252	272	valid	JJ	JJ	YES
253	273	to	TO	TO	YES
254	274	all	DT	DT	YES
255	275	powers	NNS	NNS	YES
256	276	in	IN	IN	YES
257	277	the	DT	DT	YES
258	278	heavy	JJ	JJ	YES
259	279	quark	NN	NN	YES
260	280	relative	JJ	JJ	YES
261	281	velocity	NN	NN	YES
262	283	We	PRP	PRP	YES
263	284	find	VBP	VBP	YES
264	285	that	IN	IN	YES
265	286	the	DT	DT	YES
266	287	gauge	NN	NN	YES
267	288	invariance	NN	NN	YES
268	289	and	CC	CC	YES
269	290	the	DT	DT	YES
270	291	factorization	NN	NN	YES
271	292	at	IN	IN	YES
272	293	all	DT	DT	YES
273	294	order	NN	NN	YES
274	295	in	IN	IN	YES
275	296	coupling	NN	VBG	NO
276	297	constant	JJ	JJ	YES
277	298	require	VBP	VBP	YES
278	301	NRQCD	NNP	NN	NO
279	302	matrix	NN	NN	YES
280	303	elements	NNS	NNS	YES
281	304	that	WDT	WDT	YES
282	305	were	VBD	VBD	YES
283	306	introduced	VBN	VBN	YES
284	307	previously	RB	RB	YES
285	308	to	TO	TO	YES
286	309	prove	VB	VB	YES
287	310	factorization	NN	NN	YES
288	311	at	IN	IN	YES
289	312	NNLO	NNP	NN	NO
290	314	INTRODUCTION	NNP	??	NO
291	315	In	IN	IN	YES
292	316	the	DT	DT	YES
293	317	last	JJ	JJ	YES
294	318	two	CD	CD	YES
295	319	decades	NNS	NNS	YES
296	321	the	DT	DT	YES
297	322	NRQCD	NNP	NN	NO
298	323	color	NN	NN	YES
299	324	octet	NN	NN	YES
300	325	mechanism	NN	NN	YES
301	326	1	IN	??	NO
302	328	for	IN	IN	YES
303	329	heavy	JJ	JJ	YES
304	330	quarkonium	NN	NN	YES
305	331	production	NN	NN	YES
306	332	has	VBZ	VBZ	YES
307	333	been	VBN	VBN	YES
308	334	very	RB	RB	YES
309	335	successful	JJ	JJ	YES
310	336	in	IN	IN	YES
311	337	explaining	VBG	VBG	YES
312	338	experimental	JJ	JJ	YES
313	339	data	NNS	NNS	YES
314	340	at	IN	IN	YES
315	341	high	JJ	JJ	YES
316	342	energy	NN	NN	YES
317	343	colliders	NNS	NNS	YES
318	344	such	JJ	JJ	YES
319	345	as	IN	IN	YES
320	346	at	IN	IN	YES
321	347	Tevatron	NNP	NNP	YES
322	348	2	CD	CD	YES
323	350	and	CC	CC	YES
324	351	at	IN	IN	YES
325	352	LHC	NNP	NNP	YES
326	353	3	NNP	??	NO
327	355	In	IN	IN	YES
328	356	its	PRP$	PRP$	YES
329	357	original	JJ	JJ	YES
330	358	formulation	NN	NN	YES
331	359	1	CC	??	NO
332	361	the	DT	DT	YES
333	362	proof	NN	NN	YES
334	363	of	IN	IN	YES
335	364	factorization	NN	NN	YES
336	365	in	IN	IN	YES
337	366	heavy	JJ	JJ	YES
338	367	quarkonium	NN	NN	YES
339	368	production	NN	NN	YES
340	369	in	IN	IN	YES
341	370	NRQCD	NNP	NNP	YES
342	371	color	NN	NN	YES
343	372	octet	NN	NN	YES
344	373	mechanism	NN	NN	YES
345	374	was	VBD	VBD	YES
346	375	lacking	VBG	VBG	YES
347	377	The	DT	DT	YES
348	378	proof	NN	NN	YES
349	379	of	IN	IN	YES
350	380	factorization	NN	NN	YES
351	381	is	VBZ	VBZ	YES
352	382	an	DT	DT	YES
353	383	essential	JJ	JJ	YES
354	384	requirement	NN	NN	YES
355	385	to	TO	TO	YES
356	386	study	VB	VB	YES
357	387	heavy	JJ	JJ	YES
358	388	quarkonium	NN	NN	YES
359	389	production	NN	NN	YES
360	390	at	IN	IN	YES
361	391	high	JJ	JJ	YES
362	392	energy	NN	NN	YES
363	393	colliders	NNS	NNS	YES
364	395	Factorization	NN	NN	YES
365	396	refers	VBZ	VBZ	YES
366	397	to	TO	TO	YES
367	398	separation	NN	NN	YES
368	399	of	IN	IN	YES
369	401	effects	NNS	NNS	YES
370	402	from	IN	IN	YES
371	404	effects	NNS	NNS	YES
372	405	in	IN	IN	YES
373	406	quantum	NN	JJ	NO
374	407	field	NN	NN	YES
375	408	theory	NN	NN	YES
376	410	We	PRP	PRP	YES
377	411	propose	VBP	VBP	YES
378	412	algorithms	NNS	NNS	YES
379	413	to	TO	TO	YES
380	414	approximate	JJ	VB	NO
381	415	directed	VBN	VBN	YES
382	416	information	NN	NN	YES
383	417	graphs	NNS	NNS	YES
384	419	Directed	VBN	JJ	NO
385	420	information	NN	NN	YES
386	421	graphs	NNS	NNS	YES
387	422	are	VBP	VBP	YES
388	423	probabilistic	JJ	JJ	YES
389	424	graphical	JJ	JJ	YES
390	425	models	NNS	NNS	YES
391	426	that	WDT	WDT	YES
392	427	depict	VBP	VBP	YES
393	428	causal	JJ	JJ	YES
394	429	dependencies	NNS	NNS	YES
395	430	between	IN	IN	YES
396	431	stochastic	JJ	JJ	YES
397	432	processes	NNS	NNS	YES
398	433	in	IN	IN	YES
399	434	a	DT	DT	YES
400	435	network	NN	NN	YES
401	437	The	DT	DT	YES
402	438	proposed	VBN	VBN	YES
403	439	algorithms	NNS	NNS	YES
404	440	identify	VBP	VBP	YES
405	441	optimal	JJ	JJ	YES
406	442	and	CC	CC	YES
407	444	approximations	NNS	NNS	YES
408	445	in	IN	IN	YES
409	446	terms	NNS	NNS	YES
410	447	of	IN	IN	YES
411	449	divergence	NN	NN	YES
412	451	The	DT	DT	YES
413	453	sparsity	NN	NN	YES
414	454	trades	NNS	NNS	YES
415	455	off	IN	IN	YES
416	456	the	DT	DT	YES
417	457	quality	NN	NN	YES
418	458	of	IN	IN	YES
419	459	the	DT	DT	YES
420	460	approximation	NN	NN	YES
421	461	against	IN	IN	YES
422	462	visual	JJ	JJ	YES
423	463	conciseness	NN	NN	YES
424	464	and	CC	CC	YES
425	465	computational	JJ	JJ	YES
426	466	tractability	NN	NN	YES
427	468	One	CD	CD	YES
428	469	class	NN	NN	YES
429	470	of	IN	IN	YES
430	471	approximations	NNS	NNS	YES
431	472	contains	VBZ	VBZ	YES
432	473	graphs	NNS	NNS	YES
433	474	with	IN	IN	YES
434	475	specified	VBN	VBN	YES
435	478	Another	DT	DT	YES
436	479	class	NN	NN	YES
437	480	additionally	RB	RB	YES
438	481	requires	VBZ	VBZ	YES
439	482	that	IN	IN	YES
440	483	the	DT	DT	YES
441	484	graph	NN	NN	YES
442	485	is	VBZ	VBZ	YES
443	486	connected	VBN	VBN	YES
444	488	For	IN	IN	YES
445	489	both	DT	DT	YES
446	490	classes	NNS	NNS	YES
447	492	we	PRP	PRP	YES
448	493	propose	VBP	VBP	YES
449	494	algorithms	NNS	NNS	YES
450	495	to	TO	TO	YES
451	496	identify	VB	VB	YES
452	497	the	DT	DT	YES
453	498	optimal	JJ	JJ	YES
454	499	approximations	NNS	NNS	YES
455	500	and	CC	CC	YES
456	501	also	RB	RB	YES
457	503	approximations	NNS	NNS	YES
458	505	using	VBG	VBG	YES
459	506	a	DT	DT	YES
460	507	novel	NN	JJ	NO
461	508	relaxation	NN	NN	YES
462	509	of	IN	IN	YES
463	510	submodularity	NN	NN	YES
464	512	We	PRP	PRP	YES
465	513	also	RB	RB	YES
466	514	propose	VBP	VBP	YES
467	515	algorithms	NNS	NNS	YES
468	516	to	TO	TO	YES
469	517	identify	VB	VB	YES
470	518	the	DT	DT	YES
471	520	approximations	NNS	NNS	YES
472	521	among	IN	IN	YES
473	522	these	DT	DT	YES
474	523	classes	NNS	NNS	YES
475	525	enabling	VBG	VBG	YES
476	526	robust	JJ	JJ	YES
477	527	decision	NN	NN	YES
478	528	making	NN	NN	YES
479	530	Keywords	NNP	NNS	NO
480	532	probabilistic	JJ	JJ	YES
481	533	graphical	JJ	JJ	YES
482	534	models	NNS	NNS	YES
483	536	network	NN	NN	YES
484	537	inference	NN	NN	YES
485	539	causality	NN	NN	YES
486	541	submodularity	NN	NN	YES
487	543	approximation	NN	NN	YES
488	544	algorithms	NNS	NNS	YES
489	545	1	CD	CD	YES
490	547	Introduction	NNP	??	NO
491	548	Many	JJ	JJ	YES
492	549	fields	NNS	NNS	YES
493	550	of	IN	IN	YES
494	551	the	DT	DT	YES
495	552	sciences	NNS	NNS	YES
496	553	and	CC	CC	YES
497	554	engineering	NN	NN	YES
498	555	require	VBP	VBP	YES
499	556	analysis	NN	NN	YES
500	558	modeling	VBG	NN	NO
501	560	and	CC	CC	YES
502	561	decision	NN	NN	YES
503	562	making	VBG	NN	NO
504	563	using	VBG	VBG	YES
505	564	networks	NNS	NNS	YES
506	566	typically	RB	RB	YES
507	567	represented	VBN	VBN	YES
508	568	by	IN	IN	YES
509	569	graphs	NNS	NNS	YES
510	571	Social	NNP	JJ	NO
511	572	networks	NNS	NNS	YES
512	574	financial	JJ	JJ	YES
513	575	networks	NNS	NNS	YES
514	577	and	CC	CC	YES
515	578	biological	JJ	JJ	YES
516	579	networks	NNS	NNS	YES
517	580	are	VBP	VBP	YES
518	581	a	DT	DT	YES
519	582	few	JJ	JJ	YES
520	583	categories	NNS	NNS	YES
521	584	that	WDT	WDT	YES
522	585	are	VBP	VBP	YES
523	586	relevant	JJ	JJ	YES
524	587	not	RB	RB	YES
525	588	only	RB	RB	YES
526	589	academically	RB	RB	YES
527	590	but	CC	CC	YES
528	591	also	RB	RB	YES
529	592	in	IN	IN	YES
530	593	daily	JJ	JJ	YES
531	594	life	NN	NN	YES
532	596	A	DT	DT	YES
533	597	major	JJ	JJ	YES
534	598	challenge	NN	NN	YES
535	599	for	IN	IN	YES
536	600	studying	VBG	VBG	YES
537	601	networks	NNS	NNS	YES
538	602	is	VBZ	VBZ	YES
539	603	identifying	VBG	VBG	YES
540	604	a	DT	DT	YES
541	605	concise	NN	JJ	NO
542	606	topology	NN	NN	YES
543	608	such	JJ	JJ	YES
544	609	as	IN	IN	YES
545	610	who	WP	WP	YES
546	611	strongly	RB	RB	YES
547	612	influences	VBZ	VBZ	YES
548	613	whom	WP	WP	YES
549	614	in	IN	IN	YES
550	615	a	DT	DT	YES
551	616	social	JJ	JJ	YES
552	617	network	NN	NN	YES
553	619	Real	JJ	JJ	YES
554	620	world	NN	NN	YES
555	621	networks	NNS	NNS	YES
556	622	are	VBP	VBP	YES
557	623	often	RB	RB	YES
558	624	large	JJ	JJ	YES
559	626	there	RB	EX	NO
560	627	are	VBP	VBP	YES
561	628	tens	NNS	NNS	YES
562	629	of	IN	IN	YES
563	630	thousands	NNS	NNS	YES
564	631	of	IN	IN	YES
565	632	human	JJ	JJ	YES
566	633	genes	NNS	NNS	YES
567	634	and	CC	CC	YES
568	635	trillions	NNS	NNS	YES
569	636	of	IN	IN	YES
570	637	connections	NNS	NNS	YES
571	638	in	IN	IN	YES
572	639	the	DT	DT	YES
573	640	human	JJ	JJ	YES
574	641	brain	NN	NN	YES
575	643	Based	VBN	VBN	YES
576	644	on	IN	IN	YES
577	645	the	DT	DT	YES
578	646	concept	NN	NN	YES
579	647	of	IN	IN	YES
580	648	DNA	NN	NN	YES
581	649	strand	NN	NN	YES
582	650	displacement	NN	NN	YES
583	651	and	CC	CC	YES
584	652	DNA	NNP	NN	NO
585	653	strand	NN	NN	YES
586	654	algebra	NN	NN	YES
587	655	we	PRP	PRP	YES
588	656	have	VBP	VBP	YES
589	657	developed	VBN	VBN	YES
590	658	a	DT	DT	YES
591	659	method	NN	NN	YES
592	660	for	IN	IN	YES
593	661	logical	JJ	JJ	YES
594	662	inference	NN	NN	YES
595	663	which	WDT	WDT	YES
596	664	is	VBZ	VBZ	YES
597	665	not	RB	RB	YES
598	666	based	VBN	VBN	YES
599	667	on	IN	IN	YES
600	668	silicon	NN	NN	YES
601	669	based	VBN	VBN	YES
602	670	computing	NN	NN	YES
603	672	Essentially	RB	RB	YES
604	674	it	PRP	PRP	YES
605	675	is	VBZ	VBZ	YES
606	676	a	DT	DT	YES
607	677	paradigm	NN	NN	YES
608	678	shift	NN	NN	YES
609	679	from	IN	IN	YES
610	680	silicon	NN	NN	YES
611	681	to	TO	TO	YES
612	682	carbon	NN	NN	YES
613	684	In	IN	IN	YES
614	685	this	DT	DT	YES
615	686	paper	NN	NN	YES
616	687	we	PRP	PRP	YES
617	688	have	VBP	VBP	YES
618	689	considered	VBN	VBN	YES
619	690	the	DT	DT	YES
620	691	inference	NN	NN	YES
621	692	mechanism	NN	NN	YES
622	694	viz	NN	NN	YES
623	696	modus	NN	NN	YES
624	697	ponens	NNS	NNS	YES
625	699	to	TO	TO	YES
626	700	draw	VB	VB	YES
627	701	conclusion	NN	NN	YES
628	702	from	IN	IN	YES
629	703	any	DT	DT	YES
630	704	observed	VBN	VBN	YES
631	705	fact	NN	NN	YES
632	707	Thus	RB	RB	YES
633	709	the	DT	DT	YES
634	710	present	JJ	JJ	YES
635	711	approach	NN	NN	YES
636	712	to	TO	TO	YES
637	713	logical	JJ	JJ	YES
638	714	inference	NN	NN	YES
639	715	based	VBN	VBN	YES
640	716	on	IN	IN	YES
641	717	DNA	NNP	NN	NO
642	718	strand	NN	NN	YES
643	719	algebra	NN	NN	YES
644	720	is	VBZ	VBZ	YES
645	721	basically	RB	RB	YES
646	722	an	DT	DT	YES
647	723	attempt	NN	NN	YES
648	724	to	TO	TO	YES
649	725	develop	VB	VB	YES
650	726	expert	JJ	JJ	YES
651	727	system	NN	NN	YES
652	728	design	NN	NN	YES
653	729	in	IN	IN	YES
654	730	the	DT	DT	YES
655	731	domain	NN	NN	YES
656	732	of	IN	IN	YES
657	733	DNA	NNP	NN	NO
658	734	computing	NN	NN	YES
659	736	We	PRP	PRP	YES
660	737	have	VBP	VBP	YES
661	738	illustrated	VBN	VBN	YES
662	739	our	PRP$	PRP$	YES
663	740	methodology	NN	NN	YES
664	741	with	IN	IN	YES
665	742	respect	NN	NN	YES
666	743	to	TO	TO	YES
667	744	worked	VBN	VBN	YES
668	745	out	IN	??	NO
669	746	example	NN	NN	YES
670	748	Our	PRP$	PRP$	YES
671	749	methodology	NN	NN	YES
672	750	is	VBZ	VBZ	YES
673	751	very	RB	RB	YES
674	752	flexible	JJ	JJ	YES
675	753	for	IN	IN	YES
676	754	implementation	NN	NN	YES
677	755	of	IN	IN	YES
678	756	different	JJ	JJ	YES
679	757	expert	NN	NN	YES
680	758	system	NN	NN	YES
681	759	applications	NNS	NNS	YES
682	761	Keywords	NNS	NNS	YES
683	763	logical	JJ	JJ	YES
684	764	inference	NN	NN	YES
685	766	DNA	NNP	NN	NO
686	767	strand	NN	NN	YES
687	768	algebra	NN	NN	YES
688	770	DNA	NNP	NN	NO
689	771	gate	NN	NN	YES
690	773	DNA	NNP	NN	NO
691	774	signal	NN	NN	YES
692	776	process	NN	NN	YES
693	777	algebra	NN	NN	YES
694	779	DNA	NNP	NN	NO
695	780	computing	NN	NN	YES
696	782	modus	NN	NN	YES
697	783	ponens	NNS	FW	NO
698	785	strand	JJ	NN	NO
699	786	displacement	NN	NN	YES
700	788	molecular	JJ	JJ	YES
701	789	computing	NN	NN	YES
702	791	expert	JJ	JJ	YES
703	792	system	NN	NN	YES
704	793	approach	NN	NN	YES
705	795	1	LS	LS	YES
706	797	Introduction	NNP	??	NO
707	798	Conventional	NNP	JJ	NO
708	799	silicon	NN	NN	YES
709	800	based	VBN	VBN	YES
710	801	computing	NN	NN	YES
711	802	has	VBZ	VBZ	YES
712	803	been	VBN	VBN	YES
713	804	successful	JJ	JJ	YES
714	805	over	IN	IN	YES
715	806	the	DT	DT	YES
716	807	past	JJ	JJ	YES
717	808	several	JJ	JJ	YES
718	809	decades	NNS	NNS	YES
719	811	It	PRP	PRP	YES
720	812	is	VBZ	VBZ	YES
721	813	fast	RB	RB	YES
722	815	flexible	JJ	JJ	YES
723	817	and	CC	CC	YES
724	818	well	RB	RB	YES
725	819	understood	VBN	VBN	YES
726	821	But	CC	CC	YES
727	822	it	PRP	PRP	YES
728	823	has	VBZ	VBZ	YES
729	824	reached	VBN	VBN	YES
730	825	its	PRP$	PRP$	YES
731	826	limitations	NNS	NNS	YES
732	827	of	IN	IN	YES
733	828	design	NN	NN	YES
734	829	complexity	NN	NN	YES
735	831	processing	VBG	NN	NO
736	832	power	NN	NN	YES
737	834	memory	NN	NN	YES
738	836	energy	NN	NN	YES
739	837	consumption	NN	NN	YES
740	839	density	NN	NN	YES
741	840	and	CC	CC	YES
742	841	heat	NN	NN	YES
743	842	dissipation	NN	NN	YES
744	844	Alternatives	NNS	NNS	YES
745	845	to	TO	TO	YES
746	846	these	DT	DT	YES
747	847	traditional	JJ	JJ	YES
748	848	methods	NNS	NNS	YES
749	849	of	IN	IN	YES
750	850	building	VBG	VBG	YES
751	851	computers	NNS	NNS	YES
752	852	have	VBP	VBP	YES
753	853	been	VBN	VBN	YES
754	854	proposed	VBN	VBN	YES
755	855	and	CC	CC	YES
756	856	in	IN	IN	YES
757	857	recent	JJ	JJ	YES
758	858	past	JJ	NN	NO
759	859	molecular	JJ	JJ	YES
760	860	computing	NN	NN	YES
761	861	has	VBZ	VBZ	YES
762	862	gained	VBN	VBN	YES
763	863	considerable	JJ	JJ	YES
764	864	attention	NN	NN	YES
765	865	for	IN	IN	YES
766	867	based	VBN	VBN	YES
767	868	computing	NN	NN	YES
768	869	which	WDT	WDT	YES
769	870	can	MD	MD	YES
770	871	overcome	VB	VB	YES
771	872	conventional	JJ	JJ	YES
772	873	computation	NN	NN	YES
773	874	problems	NNS	NNS	YES
774	876	The	DT	DT	YES
775	878	base	NN	NN	YES
776	879	pairing	NN	NN	YES
777	880	makes	VBZ	VBZ	YES
778	881	DNA	NNP	NN	NO
779	882	a	DT	DT	YES
780	883	powerful	JJ	JJ	YES
781	884	tool	NN	NN	YES
782	885	for	IN	IN	YES
783	886	engineering	NN	VBG	NO
784	887	at	IN	IN	YES
785	890	Trip	NN	JJ	NO
786	891	distribution	NN	NN	YES
787	892	laws	NNS	NNS	YES
788	893	are	VBP	VBP	YES
789	894	basic	JJ	JJ	YES
790	895	for	IN	IN	YES
791	896	the	DT	DT	YES
792	897	travel	NN	NN	YES
793	898	demand	NN	NN	YES
794	899	characterization	NN	NN	YES
795	900	needed	VBN	VBN	YES
796	901	in	IN	IN	YES
797	902	transport	NN	NN	YES
798	903	and	CC	CC	YES
799	904	urban	JJ	JJ	YES
800	905	planning	NN	NN	YES
801	907	Several	JJ	JJ	YES
802	908	approaches	NNS	NNS	YES
803	909	have	VBP	VBP	YES
804	910	been	VBN	VBN	YES
805	911	considered	VBN	VBN	YES
806	912	in	IN	IN	YES
807	913	the	DT	DT	YES
808	914	last	JJ	JJ	YES
809	915	years	NNS	NNS	YES
810	917	One	CD	CD	YES
811	918	of	IN	IN	YES
812	919	them	PRP	PRP	YES
813	920	is	VBZ	VBZ	YES
814	921	the	DT	DT	YES
815	923	gravity	NN	NN	YES
816	924	law	NN	NN	YES
817	926	in	IN	IN	YES
818	927	which	WDT	WDT	YES
819	928	the	DT	DT	YES
820	929	number	NN	NN	YES
821	930	of	IN	IN	YES
822	931	trips	NNS	NNS	YES
823	932	is	VBZ	VBZ	YES
824	933	assumed	VBN	VBN	YES
825	934	to	TO	TO	YES
826	935	be	VB	VB	YES
827	936	related	VBN	VBN	YES
828	937	to	TO	TO	YES
829	938	the	DT	DT	YES
830	939	population	NN	NN	YES
831	940	at	IN	IN	YES
832	941	origin	NN	NN	YES
833	942	and	CC	CC	YES
834	943	destination	NN	NN	YES
835	944	and	CC	CC	YES
836	945	to	TO	TO	YES
