indexInDoc	token	ssplit	posTag
131	Japanese	--	JJ
132	effect	--	NN
133	and	--	OO
134	making	--	VB
135	him	--	NN
136	think	--	VB
137	of	--	OO
138	those	--	OO
139	pallid	--	JJ
140	jadefaced	--	JJ
141	painters	--	NN
142	of	--	OO
143	Tokyo	--	NN
144	who	--	NN
145	through	--	OO
146	the	--	OO
147	medium	--	NN
148	of	--	OO
149	an	--	OO
150	art	--	NN
151	that	--	OO
152	is	--	VB
153	necessarily	--	RB
154	immobile	--	??
155	seek	--	VB
156	to	--	OO
157	convey	--	VB
158	the	--	OO
159	sense	--	NN
160	of	--	OO
161	swiftness	--	NN
162	and	--	OO
163	motion	SPLIT	NN
164	The	--	OO
165	sullen	--	JJ
166	murmur	--	NN
167	of	--	OO
168	the	--	OO
169	bees	--	NN
170	shouldering	--	VB
171	their	--	JJ
172	way	--	NN
173	through	--	OO
174	the	--	OO
175	long	--	JJ
176	unmown	--	JJ
177	grass	--	NN
178	or	--	OO
179	circling	--	VB
180	with	--	OO
181	monotonous	--	JJ
182	insistence	--	NN
183	round	--	??
184	the	--	OO
185	dusty	--	JJ
186	gilt	--	??
187	horns	--	NN
188	of	--	OO
189	the	--	OO
190	straggling	--	??
191	woodbine	--	NN
192	seemed	--	VB
193	to	--	OO
194	make	--	VB
195	the	--	OO
196	stillness	--	NN
197	more	--	RB
198	oppressive	SPLIT	JJ
199	The	--	OO
200	dim	--	JJ
201	roar	--	NN
202	of	--	OO
203	London	--	NN
204	was	--	VB
205	like	--	OO
206	the	--	OO
207	bourdon	--	JJ
208	note	--	NN
209	of	--	OO
210	a	--	OO
211	distant	--	JJ
212	organ	SPLIT	NN
213	In	--	OO
214	the	--	OO
215	centre	--	NN
216	of	--	OO
217	the	--	OO
218	room	--	NN
219	clamped	--	VB
220	to	--	OO
221	an	--	OO
222	upright	--	??
223	easel	--	NN
224	stood	--	VB
225	the	--	OO
226	fulllength	--	JJ
227	portrait	--	NN
228	of	--	OO
229	a	--	OO
230	young	--	JJ
231	man	--	NN
232	of	--	OO
233	extraordinary	--	JJ
234	personal	--	JJ
235	beauty	--	NN
236	and	--	OO
237	in	--	OO
238	front	--	NN
239	of	--	OO
240	it	--	NN
241	some	--	OO
242	little	--	JJ
243	distance	--	NN
244	away	--	RB
245	was	--	VB
246	sitting	--	VB
247	the	--	OO
248	artist	--	NN
249	himself	--	NN
250	Basil	--	NN
251	Hallward	--	NN
252	whose	--	JJ
253	sudden	--	JJ
254	disappearance	--	NN
255	some	--	OO
256	years	--	NN
257	ago	--	OO
258	caused	--	VB
259	at	--	OO
260	the	--	OO
261	time	--	NN
262	such	--	JJ
263	public	--	JJ
264	excitement	--	NN
265	and	--	OO
266	gave	--	VB
267	rise	--	NN
268	to	--	OO
269	so	--	RB
270	many	--	JJ
271	strange	--	JJ
272	conjectures	SPLIT	NN
273	As	--	OO
274	the	--	OO
275	painter	--	NN
276	looked	--	VB
277	at	--	OO
278	the	--	OO
279	gracious	--	JJ
280	and	--	OO
281	comely	--	??
282	form	--	NN
283	he	--	NN
284	had	--	VB
285	so	--	RB
286	skilfully	--	RB
287	mirrored	--	VB
288	in	--	OO
289	his	--	JJ
290	art	--	NN
291	a	--	OO
292	smile	--	NN
293	of	--	OO
294	pleasure	--	NN
295	passed	--	VB
296	across	--	OO
297	his	--	JJ
298	face	--	NN
299	and	--	OO
300	seemed	--	VB
301	about	--	OO
302	to	--	OO
303	linger	--	VB
304	there	SPLIT	RB
305	But	--	OO
306	he	--	NN
307	suddenly	--	RB
308	started	--	VB
309	up	--	OO
310	and	--	OO
311	closing	--	VB
312	his	--	JJ
313	eyes	--	NN
314	placed	--	VB
315	his	--	JJ
316	fingers	--	NN
317	upon	--	OO
318	the	--	OO
319	lids	--	NN
320	as	--	OO
321	though	--	OO
322	he	--	NN
323	sought	--	VB
324	to	--	OO
325	imprison	--	VB
326	within	--	OO
327	his	--	JJ
328	brain	--	NN
329	some	--	OO
330	curious	--	JJ
331	dream	--	NN
332	from	--	OO
333	which	--	OO
334	he	--	NN
335	feared	--	VB
336	he	--	NN
337	might	--	VB
338	awake	SPLIT	RB
339	It	--	NN
340	is	--	VB
341	your	--	JJ
342	best	--	JJ
343	work	--	NN
344	Basil	--	NN
345	the	--	OO
346	best	--	JJ
347	thing	--	NN
348	you	--	NN
349	have	--	VB
350	ever	--	RB
351	done	--	VB
352	said	--	VB
353	Lord	--	NN
354	Henry	--	NN
355	languidly	SPLIT	RB
356	You	--	NN
357	must	--	VB
358	certainly	--	RB
359	send	--	VB
360	it	--	NN
361	next	--	JJ
362	year	--	NN
363	to	--	OO
364	the	--	OO
365	Grosvenor	SPLIT	NN
366	The	--	OO
367	Academy	--	NN
368	is	--	VB
369	too	--	RB
370	large	--	JJ
371	and	--	OO
372	too	--	RB
373	vulgar	SPLIT	JJ
374	Whenever	--	??
375	I	--	NN
376	have	--	VB
377	gone	--	VB
378	there	--	RB
379	there	--	OO
380	have	--	VB
381	been	--	VB
382	either	--	??
383	so	--	RB
384	many	--	JJ
385	people	--	NN
386	that	--	OO
387	I	--	NN
388	have	--	VB
389	not	--	RB
390	been	--	VB
391	able	--	JJ
392	to	--	OO
393	see	--	VB
394	the	--	OO
395	pictures	--	NN
396	which	--	OO
397	was	--	VB
398	dreadful	--	JJ
399	or	--	OO
400	so	--	RB
401	many	--	JJ
402	pictures	--	NN
403	that	--	OO
404	I	--	NN
405	have	--	VB
406	not	--	RB
407	been	--	VB
408	able	--	JJ
409	to	--	OO
410	see	--	VB
411	the	--	OO
412	people	--	NN
413	which	--	OO
414	was	--	VB
415	worse	SPLIT	JJ
416	The	--	OO
417	Grosvenor	--	NN
418	is	--	VB
419	really	--	RB
420	the	--	OO
421	only	--	JJ
422	place	SPLIT	NN
423	I	--	NN
424	do	--	VB
425	nt	--	RB
426	think	--	VB
427	I	--	NN
428	shall	--	VB
429	send	--	VB
430	it	--	NN
431	anywhere	--	RB
432	he	--	NN
433	answered	--	VB
434	tossing	--	VB
435	his	--	JJ
436	head	--	NN
437	back	--	RB
438	in	--	OO
439	that	--	OO
440	odd	--	JJ
441	way	--	NN
442	that	--	OO
443	used	--	VB
444	to	--	OO
445	make	--	VB
446	his	--	JJ
447	friends	--	NN
448	laugh	--	NN
449	at	--	OO
450	him	--	NN
451	at	--	OO
452	Oxford	SPLIT	NN
453	No	--	OO
454	I	--	NN
455	wo	--	VB
456	nt	--	RB
457	send	--	VB
458	it	--	NN
459	anywhere	SPLIT	RB
460	Lord	--	NN
461	Henry	--	NN
462	elevated	--	VB
463	his	--	JJ
464	eyebrows	--	NN
465	and	--	OO
466	looked	--	VB
467	at	--	OO
468	him	--	NN
469	in	--	OO
470	amazement	--	NN
471	through	--	OO
472	the	--	OO
473	thin	--	JJ
474	blue	--	JJ
475	wreaths	--	NN
476	of	--	OO
477	smoke	--	NN
478	that	--	OO
479	curled	--	VB
480	up	--	OO
481	in	--	OO
482	such	--	JJ
483	fanciful	--	JJ
484	whorls	--	NN
485	from	--	OO
486	his	--	JJ
487	heavy	--	??
488	opiumtainted	--	JJ
489	cigarette	SPLIT	NN
490	Not	--	RB
491	send	--	VB
492	it	--	NN
493	anywhere	SPLIT	RB
494	My	--	JJ
495	dear	--	??
496	fellow	--	??
497	why	SPLIT	RB
498	Have	--	VB
499	you	--	NN
500	any	--	OO
501	reason	SPLIT	NN
502	What	--	??
503	odd	--	JJ
504	chaps	--	NN
505	you	--	NN
506	painters	--	NN
507	are	SPLIT	VB
508	You	--	NN
509	do	--	VB
510	anything	--	NN
511	in	--	OO
512	the	--	OO
513	world	--	NN
514	to	--	OO
515	gain	--	VB
516	a	--	OO
517	reputation	SPLIT	NN
518	As	--	RB
519	soon	--	RB
520	as	--	OO
521	you	--	NN
522	have	--	VB
523	one	--	OO
524	you	--	NN
525	seem	--	VB
526	to	--	OO
527	want	--	VB
528	to	--	OO
529	throw	--	VB
530	it	--	NN
531	away	SPLIT	RB
532	It	--	NN
533	is	--	VB
534	silly	--	JJ
535	of	--	OO
536	you	--	NN
537	for	--	OO
538	there	--	OO
539	is	--	VB
540	only	--	RB
541	one	--	OO
542	thing	--	NN
543	in	--	OO
544	the	--	OO
545	world	--	NN
546	worse	--	JJ
547	than	--	OO
548	being	--	VB
549	talked	--	VB
550	about	--	??
551	and	--	OO
552	that	--	OO
553	is	--	VB
554	not	--	RB
555	being	--	VB
556	talked	--	VB
557	about	SPLIT	OO
558	A	--	OO
559	portrait	--	NN
560	like	--	OO
561	this	--	OO
562	would	--	VB
563	set	--	VB
564	you	--	NN
565	far	--	RB
566	above	--	OO
567	all	--	OO
568	the	--	OO
569	young	--	JJ
570	men	--	NN
571	in	--	OO
572	England	--	NN
573	and	--	OO
574	make	--	VB
575	the	--	OO
576	old	--	JJ
577	men	--	NN
578	quite	--	RB
579	jealous	--	JJ
580	if	--	OO
581	old	--	JJ
582	men	--	NN
583	are	--	VB
584	ever	--	RB
585	capable	--	JJ
586	of	--	OO
587	any	--	OO
588	emotion	SPLIT	NN
589	I	--	NN
590	know	--	VB
591	you	--	NN
592	will	--	VB
593	laugh	--	??
594	at	--	OO
595	me	--	NN
596	he	--	NN
597	replied	--	VB
598	but	--	OO
599	I	--	NN
600	really	--	RB
601	ca	--	VB
602	nt	--	RB
603	exhibit	--	VB
604	it	SPLIT	NN
605	I	--	NN
606	have	--	VB
607	put	--	VB
608	too	--	RB
609	much	--	RB
610	of	--	OO
611	myself	--	NN
612	into	--	OO
613	it	SPLIT	NN
614	Lord	--	NN
615	Henry	--	NN
616	stretched	--	VB
617	himself	--	NN
618	out	--	OO
619	on	--	OO
620	the	--	OO
621	divan	--	NN
622	and	--	OO
623	laughed	SPLIT	VB
624	Yes	--	OO
625	I	--	NN
626	knew	--	VB
627	you	--	NN
628	would	--	VB
629	but	--	OO
630	it	--	NN
631	is	--	VB
632	quite	--	RB
633	true	--	JJ
634	all	--	OO
635	the	--	OO
636	same	SPLIT	JJ
637	Too	--	RB
638	much	--	JJ
639	of	--	OO
640	yourself	--	NN
641	in	--	OO
642	it	SPLIT	NN
643	Upon	--	OO
644	my	--	JJ
645	word	--	NN
646	Basil	--	NN
647	I	--	NN
648	did	--	VB
649	nt	--	RB
650	know	--	VB
651	you	--	NN
652	were	--	VB
653	so	--	RB
654	vain	--	JJ
655	and	--	OO
656	I	--	NN
657	really	--	RB
658	ca	--	VB
659	nt	--	RB
660	see	--	VB
661	any	--	OO
662	resemblance	--	NN
663	between	--	OO
664	you	--	NN
665	with	--	OO
666	your	--	JJ
667	rugged	--	JJ
668	strong	--	JJ
669	face	--	NN
670	and	--	OO
671	your	--	JJ
672	coalblack	--	JJ
673	hair	--	NN
674	and	--	OO
675	this	--	OO
676	young	--	JJ
677	Adonis	--	NN
678	who	--	NN
679	looks	--	VB
680	as	--	OO
681	if	--	OO
682	he	--	NN
683	was	--	VB
684	made	--	VB
685	out	--	OO
686	of	--	OO
687	ivory	--	NN
688	and	--	OO
689	roseleaves	SPLIT	NN
690	Why	--	RB
691	my	--	JJ
692	dear	--	??
693	Basil	--	NN
694	he	--	NN
695	is	--	VB
696	a	--	OO
697	Narcissus	--	NN
698	and	--	OO
699	of	--	OO
700	course	--	NN
701	you	--	NN
702	have	--	VB
703	an	--	OO
704	intellectual	--	JJ
705	expression	--	NN
706	and	--	OO
707	all	--	OO
708	that	SPLIT	OO
709	But	--	OO
710	beauty	--	NN
711	real	--	JJ
712	beauty	--	NN
713	ends	--	VB
714	where	--	RB
715	an	--	OO
716	intellectual	--	JJ
717	expression	--	NN
718	begins	SPLIT	VB
