indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
101	111	33	6	an	DT
102	112	34	6	insurance	NN
103	113	35	6	group	NN
104	114	36	6	is	VBZ
105	116	1	7	Introduction	NNP
106	117	2	7	Solvency	NNP
107	118	3	7	2	CD
108	119	4	7	standards	NNS
109	120	5	7	will	MD
110	121	6	7	make	VB
111	122	7	7	a	DT
112	123	8	7	radical	JJ
113	124	9	7	change	NN
114	125	10	7	in	IN
115	126	11	7	risk	NN
116	127	12	7	management	NN
117	128	13	7	practices	NNS
118	129	14	7	in	IN
119	130	15	7	the	DT
120	131	16	7	actuarial	JJ
121	132	17	7	sector	NN
122	134	1	8	They	PRP
123	135	2	8	are	VBP
124	136	3	8	based	VBN
125	137	4	8	on	IN
126	138	5	8	a	DT
127	139	6	8	strengthening	NN
128	140	7	8	of	IN
129	141	8	8	risk	NN
130	142	9	8	control	NN
131	143	10	8	and	CC
132	144	11	8	minimization	NN
133	145	12	8	of	IN
134	146	13	8	a	DT
135	147	14	8	ruin	NN
136	148	15	8	probability	NN
137	150	1	9	The	DT
138	151	2	9	determination	NN
139	152	3	9	of	IN
140	153	4	9	the	DT
141	154	5	9	economic	JJ
142	155	6	9	regulatory	JJ
143	156	7	9	capital	NN
144	157	8	9	will	MD
145	158	9	9	be	VB
146	159	10	9	faced	VBN
147	160	11	9	under	IN
148	161	12	9	this	DT
149	162	13	9	prudential	JJ
150	163	14	9	mechanism	NN
151	164	15	9	with	IN
152	165	16	9	a	DT
153	166	17	9	kind	NN
154	167	18	9	of	IN
155	168	19	9	methodological	JJ
156	169	20	9	revolution	NN
157	171	1	10	A	DT
158	172	2	10	choices	NNS
159	173	3	10	of	IN
160	174	4	10	a	DT
161	175	5	10	dependence	NN
162	176	6	10	model	NN
163	177	7	10	between	IN
164	178	8	10	different	JJ
165	179	9	10	risks	NNS
166	180	10	10	and	CC
167	181	11	10	of	IN
168	182	12	10	an	DT
169	183	13	10	aggregation	NN
170	184	14	10	methodology	NN
171	185	15	10	are	VBP
172	186	16	10	both	DT
173	187	17	10	required	VBN
174	189	1	11	In	IN
175	190	2	11	the	DT
176	191	3	11	prescribed	VBN
177	192	4	11	Standard	NNP
178	193	5	11	Formula	NNP
179	195	7	11	risks	NNS
180	196	8	11	aggregation	NN
181	197	9	11	is	VBZ
182	198	10	11	done	VBN
183	199	11	11	using	VBG
184	200	12	11	correlation	NN
185	201	13	11	matrices	NNS
186	202	14	11	that	WDT
187	203	15	11	connect	VBP
188	204	16	11	families	NNS
189	205	17	11	and	CC
190	206	18	11	subfamilies	NNS
191	207	19	11	of	IN
192	208	20	11	risks	NNS
193	210	1	12	Recently	RB
194	211	2	12	the	DT
195	212	3	12	proof	NN
196	213	4	12	of	IN
197	214	5	12	factorization	NN
198	215	6	12	in	IN
199	216	7	12	heavy	JJ
200	217	8	12	quarkonium	NN
201	218	9	12	production	NN
202	219	10	12	in	IN
203	220	11	12	NRQCD	NNP
204	221	12	12	color	NN
205	222	13	12	octet	NN
206	223	14	12	mechanism	NN
207	224	15	12	is	VBZ
208	225	16	12	given	VBN
209	226	17	12	at	IN
210	228	19	12	order	NN
211	230	21	12	NNLO	NNP
212	232	23	12	in	IN
213	233	24	12	coupling	VBG
214	234	25	12	constant	JJ
215	235	26	12	by	IN
216	236	27	12	using	VBG
217	237	28	12	diagrammatic	JJ
218	238	29	12	method	NN
219	239	30	12	of	IN
220	240	31	12	QCD	NNP
221	241	1	13	In	IN
222	242	2	13	this	DT
223	243	3	13	paper	NN
224	244	4	13	we	PRP
225	245	5	13	prove	VBP
226	246	6	13	factorization	NN
227	247	7	13	in	IN
228	248	8	13	heavy	JJ
229	249	9	13	quarkonium	NN
230	250	10	13	production	NN
231	251	11	13	in	IN
232	252	12	13	NRQCD	NNP
233	253	13	13	color	NN
234	254	14	13	octet	NN
235	255	15	13	mechanism	NN
236	256	16	13	at	IN
237	257	17	13	all	DT
238	258	18	13	order	NN
239	259	19	13	in	IN
240	260	20	13	coupling	VBG
241	261	21	13	constant	JJ
242	262	22	13	by	IN
243	263	23	13	using	VBG
244	264	24	13	path	NN
245	265	25	13	integral	JJ
246	266	26	13	method	NN
247	267	27	13	of	IN
248	268	28	13	QCD	NNP
249	269	1	14	Our	PRP$
250	270	2	14	proof	NN
251	271	3	14	is	VBZ
252	272	4	14	valid	JJ
253	273	5	14	to	TO
254	274	6	14	all	DT
255	275	7	14	powers	NNS
256	276	8	14	in	IN
257	277	9	14	the	DT
258	278	10	14	heavy	JJ
259	279	11	14	quark	NN
260	280	12	14	relative	JJ
261	281	13	14	velocity	NN
262	283	1	15	We	PRP
263	284	2	15	find	VBP
264	285	3	15	that	IN
265	286	4	15	the	DT
266	287	5	15	gauge	NN
267	288	6	15	invariance	NN
268	289	7	15	and	CC
269	290	8	15	the	DT
270	291	9	15	factorization	NN
271	292	10	15	at	IN
272	293	11	15	all	DT
273	294	12	15	order	NN
274	295	13	15	in	IN
275	296	14	15	coupling	NN
276	297	15	15	constant	JJ
277	298	16	15	require	VBP
278	301	19	15	NRQCD	NNP
279	302	20	15	matrix	NN
280	303	21	15	elements	NNS
281	304	22	15	that	WDT
282	305	23	15	were	VBD
283	306	24	15	introduced	VBN
284	307	25	15	previously	RB
285	308	26	15	to	TO
286	309	27	15	prove	VB
287	310	28	15	factorization	NN
288	311	29	15	at	IN
289	312	30	15	NNLO	NNP
290	314	32	15	INTRODUCTION	NNP
291	315	33	15	In	IN
292	316	34	15	the	DT
293	317	35	15	last	JJ
294	318	36	15	two	CD
295	319	37	15	decades	NNS
296	321	39	15	the	DT
297	322	40	15	NRQCD	NNP
298	323	41	15	color	NN
299	324	42	15	octet	NN
300	325	43	15	mechanism	NN
301	326	44	15	1	IN
302	328	46	15	for	IN
303	329	47	15	heavy	JJ
304	330	48	15	quarkonium	NN
305	331	49	15	production	NN
306	332	50	15	has	VBZ
307	333	51	15	been	VBN
308	334	52	15	very	RB
309	335	53	15	successful	JJ
310	336	54	15	in	IN
311	337	55	15	explaining	VBG
312	338	56	15	experimental	JJ
313	339	57	15	data	NNS
314	340	58	15	at	IN
315	341	59	15	high	JJ
316	342	60	15	energy	NN
317	343	61	15	colliders	NNS
318	344	62	15	such	JJ
319	345	63	15	as	IN
320	346	64	15	at	IN
321	347	65	15	Tevatron	NNP
322	348	66	15	2	CD
323	350	68	15	and	CC
324	351	69	15	at	IN
325	352	70	15	LHC	NNP
326	353	71	15	3	NNP
327	355	1	16	In	IN
328	356	2	16	its	PRP$
329	357	3	16	original	JJ
330	358	4	16	formulation	NN
331	359	5	16	1	CC
332	361	7	16	the	DT
333	362	8	16	proof	NN
334	363	9	16	of	IN
335	364	10	16	factorization	NN
336	365	11	16	in	IN
337	366	12	16	heavy	JJ
338	367	13	16	quarkonium	NN
339	368	14	16	production	NN
340	369	15	16	in	IN
341	370	16	16	NRQCD	NNP
342	371	17	16	color	NN
343	372	18	16	octet	NN
344	373	19	16	mechanism	NN
345	374	20	16	was	VBD
346	375	21	16	lacking	VBG
347	377	1	17	The	DT
348	378	2	17	proof	NN
349	379	3	17	of	IN
350	380	4	17	factorization	NN
351	381	5	17	is	VBZ
352	382	6	17	an	DT
353	383	7	17	essential	JJ
354	384	8	17	requirement	NN
355	385	9	17	to	TO
356	386	10	17	study	VB
357	387	11	17	heavy	JJ
358	388	12	17	quarkonium	NN
359	389	13	17	production	NN
360	390	14	17	at	IN
361	391	15	17	high	JJ
362	392	16	17	energy	NN
363	393	17	17	colliders	NNS
364	395	1	18	Factorization	NN
365	396	2	18	refers	VBZ
366	397	3	18	to	TO
367	398	4	18	separation	NN
368	399	5	18	of	IN
369	401	7	18	effects	NNS
370	402	8	18	from	IN
371	404	10	18	effects	NNS
372	405	11	18	in	IN
373	406	12	18	quantum	NN
374	407	13	18	field	NN
375	408	14	18	theory	NN
376	410	1	19	We	PRP
377	411	2	19	propose	VBP
378	412	3	19	algorithms	NNS
379	413	4	19	to	TO
380	414	5	19	approximate	JJ
381	415	6	19	directed	VBN
382	416	7	19	information	NN
383	417	8	19	graphs	NNS
384	419	1	20	Directed	VBN
385	420	2	20	information	NN
386	421	3	20	graphs	NNS
387	422	4	20	are	VBP
388	423	5	20	probabilistic	JJ
389	424	6	20	graphical	JJ
390	425	7	20	models	NNS
391	426	8	20	that	WDT
392	427	9	20	depict	VBP
393	428	10	20	causal	JJ
394	429	11	20	dependencies	NNS
395	430	12	20	between	IN
396	431	13	20	stochastic	JJ
397	432	14	20	processes	NNS
398	433	15	20	in	IN
399	434	16	20	a	DT
400	435	17	20	network	NN
401	437	1	21	The	DT
402	438	2	21	proposed	VBN
403	439	3	21	algorithms	NNS
404	440	4	21	identify	VBP
405	441	5	21	optimal	JJ
406	442	6	21	and	CC
407	444	8	21	approximations	NNS
408	445	9	21	in	IN
409	446	10	21	terms	NNS
410	447	11	21	of	IN
411	449	13	21	divergence	NN
412	451	1	22	The	DT
413	453	3	22	sparsity	NN
414	454	4	22	trades	NNS
415	455	5	22	off	IN
416	456	6	22	the	DT
417	457	7	22	quality	NN
418	458	8	22	of	IN
419	459	9	22	the	DT
420	460	10	22	approximation	NN
421	461	11	22	against	IN
422	462	12	22	visual	JJ
423	463	13	22	conciseness	NN
424	464	14	22	and	CC
425	465	15	22	computational	JJ
426	466	16	22	tractability	NN
427	468	1	23	One	CD
428	469	2	23	class	NN
429	470	3	23	of	IN
430	471	4	23	approximations	NNS
431	472	5	23	contains	VBZ
432	473	6	23	graphs	NNS
433	474	7	23	with	IN
434	475	8	23	specified	VBN
435	478	1	24	Another	DT
436	479	2	24	class	NN
437	480	3	24	additionally	RB
438	481	4	24	requires	VBZ
439	482	5	24	that	IN
440	483	6	24	the	DT
441	484	7	24	graph	NN
442	485	8	24	is	VBZ
443	486	9	24	connected	VBN
444	488	1	25	For	IN
445	489	2	25	both	DT
446	490	3	25	classes	NNS
447	492	5	25	we	PRP
448	493	6	25	propose	VBP
449	494	7	25	algorithms	NNS
450	495	8	25	to	TO
451	496	9	25	identify	VB
452	497	10	25	the	DT
453	498	11	25	optimal	JJ
454	499	12	25	approximations	NNS
455	500	13	25	and	CC
456	501	14	25	also	RB
457	503	16	25	approximations	NNS
458	505	18	25	using	VBG
459	506	19	25	a	DT
460	507	20	25	novel	NN
461	508	21	25	relaxation	NN
462	509	22	25	of	IN
463	510	23	25	submodularity	NN
464	512	1	26	We	PRP
465	513	2	26	also	RB
466	514	3	26	propose	VBP
467	515	4	26	algorithms	NNS
468	516	5	26	to	TO
469	517	6	26	identify	VB
470	518	7	26	the	DT
471	520	9	26	approximations	NNS
472	521	10	26	among	IN
473	522	11	26	these	DT
474	523	12	26	classes	NNS
475	525	14	26	enabling	VBG
476	526	15	26	robust	JJ
477	527	16	26	decision	NN
478	528	17	26	making	NN
479	530	1	27	Keywords	NNP
480	532	3	27	probabilistic	JJ
481	533	4	27	graphical	JJ
482	534	5	27	models	NNS
483	536	7	27	network	NN
484	537	8	27	inference	NN
485	539	10	27	causality	NN
486	541	12	27	submodularity	NN
487	543	14	27	approximation	NN
488	544	15	27	algorithms	NNS
489	545	16	27	1	CD
490	547	18	27	Introduction	NNP
491	548	19	27	Many	JJ
492	549	20	27	fields	NNS
493	550	21	27	of	IN
494	551	22	27	the	DT
495	552	23	27	sciences	NNS
496	553	24	27	and	CC
497	554	25	27	engineering	NN
498	555	26	27	require	VBP
499	556	27	27	analysis	NN
500	558	29	27	modeling	VBG
501	560	31	27	and	CC
502	561	32	27	decision	NN
503	562	33	27	making	VBG
504	563	34	27	using	VBG
505	564	35	27	networks	NNS
506	566	37	27	typically	RB
507	567	38	27	represented	VBN
508	568	39	27	by	IN
509	569	40	27	graphs	NNS
510	571	1	28	Social	NNP
511	572	2	28	networks	NNS
512	574	4	28	financial	JJ
513	575	5	28	networks	NNS
514	577	7	28	and	CC
515	578	8	28	biological	JJ
516	579	9	28	networks	NNS
517	580	10	28	are	VBP
518	581	11	28	a	DT
519	582	12	28	few	JJ
520	583	13	28	categories	NNS
521	584	14	28	that	WDT
522	585	15	28	are	VBP
523	586	16	28	relevant	JJ
524	587	17	28	not	RB
525	588	18	28	only	RB
526	589	19	28	academically	RB
527	590	20	28	but	CC
528	591	21	28	also	RB
529	592	22	28	in	IN
530	593	23	28	daily	JJ
531	594	24	28	life	NN
532	596	1	29	A	DT
533	597	2	29	major	JJ
534	598	3	29	challenge	NN
535	599	4	29	for	IN
536	600	5	29	studying	VBG
537	601	6	29	networks	NNS
538	602	7	29	is	VBZ
539	603	8	29	identifying	VBG
540	604	9	29	a	DT
541	605	10	29	concise	NN
542	606	11	29	topology	NN
543	608	13	29	such	JJ
544	609	14	29	as	IN
545	610	15	29	who	WP
546	611	16	29	strongly	RB
547	612	17	29	influences	VBZ
548	613	18	29	whom	WP
549	614	19	29	in	IN
550	615	20	29	a	DT
551	616	21	29	social	JJ
552	617	22	29	network	NN
553	619	1	30	Real	JJ
554	620	2	30	world	NN
555	621	3	30	networks	NNS
556	622	4	30	are	VBP
557	623	5	30	often	RB
558	624	6	30	large	JJ
559	626	8	30	there	RB
560	627	9	30	are	VBP
561	628	10	30	tens	NNS
562	629	11	30	of	IN
563	630	12	30	thousands	NNS
564	631	13	30	of	IN
565	632	14	30	human	JJ
566	633	15	30	genes	NNS
567	634	16	30	and	CC
568	635	17	30	trillions	NNS
569	636	18	30	of	IN
570	637	19	30	connections	NNS
571	638	20	30	in	IN
572	639	21	30	the	DT
573	640	22	30	human	JJ
574	641	23	30	brain	NN
575	643	1	31	Based	VBN
576	644	2	31	on	IN
577	645	3	31	the	DT
578	646	4	31	concept	NN
579	647	5	31	of	IN
580	648	6	31	DNA	NN
581	649	7	31	strand	NN
582	650	8	31	displacement	NN
583	651	9	31	and	CC
584	652	10	31	DNA	NNP
585	653	11	31	strand	NN
586	654	12	31	algebra	NN
587	655	13	31	we	PRP
588	656	14	31	have	VBP
589	657	15	31	developed	VBN
590	658	16	31	a	DT
591	659	17	31	method	NN
592	660	18	31	for	IN
593	661	19	31	logical	JJ
594	662	20	31	inference	NN
595	663	21	31	which	WDT
596	664	22	31	is	VBZ
597	665	23	31	not	RB
598	666	24	31	based	VBN
599	667	25	31	on	IN
600	668	26	31	silicon	NN
601	669	27	31	based	VBN
602	670	28	31	computing	NN
603	672	1	32	Essentially	RB
604	674	3	32	it	PRP
605	675	4	32	is	VBZ
606	676	5	32	a	DT
607	677	6	32	paradigm	NN
608	678	7	32	shift	NN
609	679	8	32	from	IN
610	680	9	32	silicon	NN
611	681	10	32	to	TO
612	682	11	32	carbon	NN
613	684	1	33	In	IN
614	685	2	33	this	DT
615	686	3	33	paper	NN
616	687	4	33	we	PRP
617	688	5	33	have	VBP
618	689	6	33	considered	VBN
619	690	7	33	the	DT
620	691	8	33	inference	NN
621	692	9	33	mechanism	NN
622	694	11	33	viz	NN
623	696	1	34	modus	NN
624	697	2	34	ponens	NNS
625	699	4	34	to	TO
626	700	5	34	draw	VB
627	701	6	34	conclusion	NN
628	702	7	34	from	IN
629	703	8	34	any	DT
630	704	9	34	observed	VBN
631	705	10	34	fact	NN
632	707	1	35	Thus	RB
633	709	3	35	the	DT
634	710	4	35	present	JJ
635	711	5	35	approach	NN
636	712	6	35	to	TO
637	713	7	35	logical	JJ
638	714	8	35	inference	NN
639	715	9	35	based	VBN
640	716	10	35	on	IN
641	717	11	35	DNA	NNP
642	718	12	35	strand	NN
643	719	13	35	algebra	NN
644	720	14	35	is	VBZ
645	721	15	35	basically	RB
646	722	16	35	an	DT
647	723	17	35	attempt	NN
648	724	18	35	to	TO
649	725	19	35	develop	VB
650	726	20	35	expert	JJ
651	727	21	35	system	NN
652	728	22	35	design	NN
653	729	23	35	in	IN
654	730	24	35	the	DT
655	731	25	35	domain	NN
656	732	26	35	of	IN
657	733	27	35	DNA	NNP
658	734	28	35	computing	NN
659	736	1	36	We	PRP
660	737	2	36	have	VBP
661	738	3	36	illustrated	VBN
662	739	4	36	our	PRP$
663	740	5	36	methodology	NN
664	741	6	36	with	IN
665	742	7	36	respect	NN
666	743	8	36	to	TO
667	744	9	36	worked	VBN
668	745	10	36	out	IN
669	746	11	36	example	NN
670	748	1	37	Our	PRP$
671	749	2	37	methodology	NN
672	750	3	37	is	VBZ
673	751	4	37	very	RB
674	752	5	37	flexible	JJ
675	753	6	37	for	IN
676	754	7	37	implementation	NN
677	755	8	37	of	IN
678	756	9	37	different	JJ
679	757	10	37	expert	NN
680	758	11	37	system	NN
681	759	12	37	applications	NNS
682	761	1	38	Keywords	NNS
683	763	3	38	logical	JJ
684	764	4	38	inference	NN
685	766	6	38	DNA	NNP
686	767	7	38	strand	NN
687	768	8	38	algebra	NN
688	770	10	38	DNA	NNP
689	771	11	38	gate	NN
690	773	13	38	DNA	NNP
691	774	14	38	signal	NN
692	776	16	38	process	NN
693	777	17	38	algebra	NN
694	779	19	38	DNA	NNP
695	780	20	38	computing	NN
696	782	22	38	modus	NN
697	783	23	38	ponens	NNS
698	785	25	38	strand	JJ
699	786	26	38	displacement	NN
700	788	28	38	molecular	JJ
701	789	29	38	computing	NN
702	791	31	38	expert	JJ
703	792	32	38	system	NN
704	793	33	38	approach	NN
705	795	1	39	1	LS
706	797	3	39	Introduction	NNP
707	798	4	39	Conventional	NNP
708	799	5	39	silicon	NN
709	800	6	39	based	VBN
710	801	7	39	computing	NN
711	802	8	39	has	VBZ
712	803	9	39	been	VBN
713	804	10	39	successful	JJ
714	805	11	39	over	IN
715	806	12	39	the	DT
716	807	13	39	past	JJ
717	808	14	39	several	JJ
718	809	15	39	decades	NNS
719	811	1	40	It	PRP
720	812	2	40	is	VBZ
721	813	3	40	fast	RB
722	815	5	40	flexible	JJ
723	817	7	40	and	CC
724	818	8	40	well	RB
725	819	9	40	understood	VBN
726	821	1	41	But	CC
727	822	2	41	it	PRP
728	823	3	41	has	VBZ
729	824	4	41	reached	VBN
730	825	5	41	its	PRP$
731	826	6	41	limitations	NNS
732	827	7	41	of	IN
733	828	8	41	design	NN
734	829	9	41	complexity	NN
735	831	11	41	processing	VBG
736	832	12	41	power	NN
737	834	14	41	memory	NN
738	836	16	41	energy	NN
739	837	17	41	consumption	NN
740	839	19	41	density	NN
741	840	20	41	and	CC
742	841	21	41	heat	NN
743	842	22	41	dissipation	NN
744	844	1	42	Alternatives	NNS
745	845	2	42	to	TO
746	846	3	42	these	DT
747	847	4	42	traditional	JJ
748	848	5	42	methods	NNS
749	849	6	42	of	IN
750	850	7	42	building	VBG
751	851	8	42	computers	NNS
752	852	9	42	have	VBP
753	853	10	42	been	VBN
754	854	11	42	proposed	VBN
755	855	12	42	and	CC
756	856	13	42	in	IN
757	857	14	42	recent	JJ
758	858	15	42	past	JJ
759	859	16	42	molecular	JJ
760	860	17	42	computing	NN
761	861	18	42	has	VBZ
762	862	19	42	gained	VBN
763	863	20	42	considerable	JJ
764	864	21	42	attention	NN
765	865	22	42	for	IN
766	867	24	42	based	VBN
767	868	25	42	computing	NN
768	869	26	42	which	WDT
769	870	27	42	can	MD
770	871	28	42	overcome	VB
771	872	29	42	conventional	JJ
772	873	30	42	computation	NN
773	874	31	42	problems	NNS
774	876	1	43	The	DT
775	878	3	43	base	NN
776	879	4	43	pairing	NN
777	880	5	43	makes	VBZ
778	881	6	43	DNA	NNP
779	882	7	43	a	DT
780	883	8	43	powerful	JJ
781	884	9	43	tool	NN
782	885	10	43	for	IN
783	886	11	43	engineering	NN
784	887	12	43	at	IN
785	890	1	44	Trip	NN
786	891	2	44	distribution	NN
787	892	3	44	laws	NNS
788	893	4	44	are	VBP
789	894	5	44	basic	JJ
790	895	6	44	for	IN
791	896	7	44	the	DT
792	897	8	44	travel	NN
793	898	9	44	demand	NN
794	899	10	44	characterization	NN
795	900	11	44	needed	VBN
796	901	12	44	in	IN
797	902	13	44	transport	NN
798	903	14	44	and	CC
799	904	15	44	urban	JJ
800	905	16	44	planning	NN
801	907	1	45	Several	JJ
802	908	2	45	approaches	NNS
803	909	3	45	have	VBP
804	910	4	45	been	VBN
805	911	5	45	considered	VBN
806	912	6	45	in	IN
807	913	7	45	the	DT
808	914	8	45	last	JJ
809	915	9	45	years	NNS
810	917	1	46	One	CD
811	918	2	46	of	IN
812	919	3	46	them	PRP
813	920	4	46	is	VBZ
814	921	5	46	the	DT
815	923	7	46	gravity	NN
816	924	8	46	law	NN
817	926	10	46	in	IN
818	927	11	46	which	WDT
819	928	12	46	the	DT
820	929	13	46	number	NN
821	930	14	46	of	IN
822	931	15	46	trips	NNS
823	932	16	46	is	VBZ
824	933	17	46	assumed	VBN
825	934	18	46	to	TO
826	935	19	46	be	VB
827	936	20	46	related	VBN
828	937	21	46	to	TO
829	938	22	46	the	DT
830	939	23	46	population	NN
831	940	24	46	at	IN
832	941	25	46	origin	NN
833	942	26	46	and	CC
834	943	27	46	destination	NN
835	944	28	46	and	CC
836	945	29	46	to	TO
837	946	30	46	decrease	VB
838	947	31	46	with	IN
839	948	32	46	the	DT
840	949	33	46	distance	NN
841	951	1	47	The	DT
842	952	2	47	mathematical	JJ
843	953	3	47	expression	NN
844	954	4	47	of	IN
845	955	5	47	this	DT
846	956	6	47	law	NN
847	957	7	47	resembles	VBZ
848	958	8	47	Newtons	JJ
849	959	9	47	law	NN
850	960	10	47	of	IN
851	961	11	47	gravity	NN
852	963	13	47	which	WDT
853	964	14	47	explains	VBZ
854	965	15	47	its	PRP$
855	966	16	47	name	NN
856	968	1	48	Another	DT
857	969	2	48	popular	JJ
858	970	3	48	approach	NN
859	971	4	48	is	VBZ
860	972	5	48	inspired	VBN
861	973	6	48	by	IN
862	974	7	48	the	DT
863	975	8	48	theory	NN
864	976	9	48	of	IN
865	977	10	48	intervening	JJ
866	978	11	48	opportunities	NNS
867	979	12	48	and	CC
868	980	13	48	it	PRP
869	981	14	48	has	VBZ
870	982	15	48	been	VBN
871	983	16	48	concreted	VBN
872	984	17	48	into	IN
873	985	18	48	the	DT
874	987	20	48	radiation	NN
875	988	21	48	models	NNS
876	990	1	49	Individuals	NNS
877	991	2	49	are	VBP
878	992	3	49	supposed	VBN
879	993	4	49	to	TO
880	994	5	49	travel	VB
881	995	6	49	until	IN
882	996	7	49	they	PRP
883	997	8	49	find	VBP
884	998	9	49	a	DT
885	999	10	49	job	NN
886	1000	11	49	opportunity	NN
887	1002	13	49	so	IN
888	1003	14	49	the	DT
889	1004	15	49	population	NN
890	1005	16	49	and	CC
891	1006	17	49	jobs	NNS
892	1007	18	49	spatial	JJ
893	1008	19	49	distributions	NNS
894	1009	20	49	naturally	RB
895	1010	21	49	lead	VBP
896	1011	22	49	to	TO
897	1012	23	49	a	DT
898	1013	24	49	trip	NN
899	1014	25	49	flow	NN
900	1015	26	49	network	NN
901	1017	1	50	In	IN
902	1018	2	50	this	DT
903	1019	3	50	paper	NN
904	1021	5	50	we	PRP
905	1022	6	50	perform	VBP
906	1023	7	50	a	DT
907	1024	8	50	thorough	JJ
908	1025	9	50	comparison	NN
909	1026	10	50	between	IN
910	1027	11	50	the	DT
911	1028	12	50	gravity	NN
912	1029	13	50	and	CC
913	1030	14	50	the	DT
914	1031	15	50	radiation	NN
915	1032	16	50	approaches	NNS
916	1033	17	50	in	IN
917	1034	18	50	their	PRP$
918	1035	19	50	ability	NN
919	1036	20	50	at	IN
920	1037	21	50	estimating	VBG
921	1038	22	50	commuting	JJ
922	1039	23	50	flows	NNS
923	1041	1	51	We	PRP
924	1042	2	51	test	VBP
925	1043	3	51	the	DT
926	1044	4	51	gravity	NN
927	1045	5	51	and	CC
928	1046	6	51	the	DT
929	1047	7	51	radiation	NN
930	1048	8	51	laws	NNS
931	1049	9	51	against	IN
932	1050	10	51	empirical	JJ
933	1051	11	51	trip	NN
934	1052	12	51	data	NNS
935	1053	13	51	at	IN
936	1054	14	51	different	JJ
937	1055	15	51	scales	NNS
938	1056	16	51	and	CC
939	1057	17	51	coming	VBG
940	1058	18	51	from	IN
941	1059	19	51	different	JJ
942	1060	20	51	countries	NNS
943	1062	1	52	Different	JJ
944	1063	2	52	versions	NNS
945	1064	3	52	of	IN
946	1065	4	52	the	DT
947	1066	5	52	gravity	NN
948	1067	6	52	and	CC
949	1068	7	52	the	DT
950	1069	8	52	radiation	NN
951	1070	9	52	laws	NNS
952	1071	10	52	are	VBP
953	1072	11	52	used	VBN
954	1073	12	52	to	TO
955	1074	13	52	estimate	VB
956	1075	14	52	the	DT
957	1076	15	52	probability	NN
958	1077	16	52	that	IN
959	1078	17	52	an	DT
960	1079	18	52	individual	NN
961	1080	19	52	has	VBZ
962	1081	20	52	to	TO
963	1082	21	52	commute	NN
964	1083	22	52	from	IN
965	1084	23	52	one	NN
966	1085	24	52	unit	NN
967	1086	25	52	to	TO
968	1087	26	52	another	DT
969	1089	28	52	called	VBN
970	1090	29	52	trip	NN
971	1091	30	52	distribution	NN
972	1092	31	52	law	NN
