indexInText	indexInSentence	sentenceNumber	token	posTag
453	9	21	Before	OO
454	10	21	going	VB
455	11	21	in	OO
456	12	21	detail	NN
457	13	21	description	NN
458	14	21	of	OO
459	15	21	DNA	NN
460	16	21	strand	NN
461	17	21	algebra	NN
462	18	21	we	NN
463	19	21	first	RB
464	20	21	have	VB
465	21	21	to	OO
466	22	21	know	VB
467	23	21	what	NN
468	24	21	is	VB
469	25	21	syntax	NN
470	26	21	and	OO
471	27	21	semantics	NN
472	28	21	.	OO
473	1	22	How	RB
474	2	22	are	VB
475	3	22	they	NN
476	4	22	different	JJ
477	5	22	?	OO
478	1	23	[Cardelli	NN
479	2	23	,	OO
480	3	23	2009	OO
481	4	23	;	OO
482	5	23	Cardelli	NN
483	6	23	2013]	OO
484	7	23	A	OO
485	8	23	language	NN
486	9	23	is	VB
487	10	23	a	OO
488	11	23	set	NN
489	12	23	of	OO
490	13	23	valid	JJ
491	14	23	sentences	NN
492	15	23	.	OO
493	1	24	The	OO
494	2	24	validity	NN
495	3	24	of	OO
496	4	24	language	NN
497	5	24	can	VB
498	6	24	be	VB
499	7	24	broken	VB
500	8	24	down	OO
501	9	24	into	OO
502	10	24	two	OO
503	11	24	things	NN
504	12	24	:	OO
505	13	24	syntax	NN
506	14	24	and	OO
507	15	24	semantics	NN
508	16	24	.	OO
509	1	25	The	OO
510	2	25	term	NN
511	3	25	syntax	NN
512	4	25	refers	VB
513	5	25	to	OO
514	6	25	grammatical	JJ
515	7	25	structure	NN
516	8	25	of	OO
517	9	25	a	OO
518	10	25	language	NN
519	11	25	,	OO
520	12	25	rather	RB
521	13	25	than	OO
522	14	25	what	NN
523	15	25	they	NN
524	16	25	refer	VB
525	17	25	to	OO
526	18	25	or	OO
527	19	25	mean	VB
528	20	25	.	OO
529	1	26	Whereas	OO
530	2	26	the	OO
531	3	26	term	NN
532	4	26	semantics	NN
533	5	26	is	VB
534	6	26	concerned	VB
535	7	26	to	OO
536	8	26	the	OO
537	9	26	meaning	NN
538	10	26	of	OO
539	11	26	the	OO
540	12	26	vocabulary	NN
541	13	26	symbols	NN
542	14	26	arranged	VB
543	15	26	with	OO
544	16	26	that	OO
545	17	26	structure	NN
546	18	26	,	OO
547	19	26	often	RB
548	20	26	in	OO
549	21	26	relation	NN
550	22	26	to	OO
551	23	26	their	JJ
552	24	26	truth	NN
553	25	26	and	OO
554	26	26	falsehood	NN
555	27	26	.	OO
556	1	27	Grammatical	NN
557	2	27	(	OO
558	3	27	syntactically	NN
559	4	27	)	OO
560	5	27	valid	JJ
561	6	27	does	VB
562	7	27	not	RB
563	8	27	imply	VB
564	9	27	sensible	JJ
565	10	27	(	OO
566	11	27	semantically	RB
567	12	27	)	OO
568	13	27	valid	JJ
569	14	27	.	OO
570	1	28	In	OO
571	2	28	mathematics	NN
572	3	28	,	OO
573	4	28	computer	NN
574	5	28	science	NN
575	6	28	and	OO
576	7	28	linguistics	NN
577	8	28	,	OO
578	9	28	a	OO
579	10	28	formal	JJ
580	11	28	language	NN
581	12	28	is	VB
582	13	28	a	OO
583	14	28	set	NN
584	15	28	of	OO
585	16	28	strings	NN
586	17	28	of	OO
587	18	28	symbols	NN
588	19	28	that	OO
589	20	28	may	VB
590	21	28	be	VB
591	22	28	constrained	VB
592	23	28	by	OO
593	24	28	rules	NN
594	25	28	that	OO
595	26	28	are	VB
596	27	28	specific	JJ
597	28	28	to	OO
598	29	28	it	NN
599	30	28	.	OO
600	1	29	In	OO
601	2	29	computer	NN
602	3	29	science	NN
603	4	29	,	OO
604	5	29	the	OO
605	6	29	process	NN
606	7	29	algebras	OO
607	8	29	[Baeten	NN
608	9	29	,	OO
609	10	29	2004	OO
610	11	29	]	OO
611	12	29	are	VB
612	13	29	mathematically	RB
613	14	29	rigorous	JJ
614	15	29	languages	NN
615	16	29	with	OO
616	17	29	well	RB
617	18	29	defined	VB
618	19	29	semantics	NN
619	20	29	that	OO
620	21	29	permit	VB
621	22	29	describing	VB
622	23	29	and	OO
623	24	29	verifying	VB
624	25	29	properties	NN
625	26	29	of	OO
626	27	29	concurrent	JJ
627	28	29	communicating	JJ
628	29	29	systems	NN
629	30	29	.	OO
630	1	30	Process	NN
631	2	30	calculi	NN
632	3	30	provide	VB
633	4	30	a	OO
634	5	30	tool	NN
635	6	30	for	OO
636	7	30	the	OO
637	8	30	high-level	JJ
638	9	30	description	NN
639	10	30	of	OO
640	11	30	interactions	NN
641	12	30	,	OO
642	13	30	communications	NN
643	14	30	,	OO
644	15	30	and	OO
645	16	30	synchronizations	NN
646	17	30	between	OO
647	18	30	a	OO
648	19	30	collection	NN
649	20	30	of	OO
650	21	30	independent	JJ
651	22	30	agents	NN
652	23	30	or	OO
653	24	30	processes	NN
654	25	30	.	OO
655	1	31	They	NN
656	2	31	also	RB
657	3	31	provide	VB
658	4	31	algebraic	JJ
659	5	31	laws	NN
660	6	31	that	OO
661	7	31	allow	VB
662	8	31	process	NN
663	9	31	descriptions	NN
664	10	31	to	OO
665	11	31	be	VB
666	12	31	manipulated	VB
667	13	31	and	OO
668	14	31	analyzed	VB
669	15	31	,	OO
670	16	31	and	OO
671	17	31	permit	VB
672	18	31	formal	JJ
673	19	31	reasoning	NN
674	20	31	about	OO
675	21	31	equivalences	NN
676	22	31	between	OO
677	23	31	processes	NN
678	24	31	.	OO
679	1	32	The	OO
680	2	32	chemistry	NN
681	3	32	of	OO
682	4	32	diluted	JJ
683	5	32	well-mixed	JJ
684	6	32	solutions	NN
685	7	32	where	RB
686	8	32	floating	JJ
687	9	32	molecules	NN
688	10	32	can	VB
689	11	32	interact	VB
690	12	32	according	VB
691	13	32	to	OO
692	14	32	the	OO
693	15	32	reaction	NN
694	16	32	rules	NN
695	17	32	can	VB
696	18	32	be	VB
697	19	32	presented	VB
698	20	32	as	OO
699	21	32	process	NN
700	22	32	algebra	NN
701	23	32	[	OO
702	24	32	Berry	NN
703	25	32	et	NN
704	26	32	al	NN
705	27	32	.	OO
706	28	32	,	OO
707	29	32	1989]	OO
708	30	32	.	OO
709	1	33	Thus	RB
710	2	33	two	OO
711	3	33	binary	JJ
712	4	33	relations	NN
713	5	33	can	VB
714	6	33	be	VB
715	7	33	defined	VB
716	8	33	on	OO
717	9	33	a	OO
718	10	33	set	NN
719	11	33	of	OO
720	12	33	chemical	NN
721	13	33	process	NN
722	14	33	algebra	NN
723	15	33	viz	NN
724	16	33	.	OO
725	1	34	mixing	NN
726	2	34	and	OO
727	3	34	reaction	NN
728	4	34	.	OO
729	1	35	Let	VB
730	2	35	,	OO
731	3	35	P	NN
732	4	35	,	OO
733	5	35	Q	NN
734	6	35	and	OO
735	7	35	R	NN
736	8	35	are	VB
737	9	35	three	OO
738	10	35	chemical	JJ
739	11	35	solutions	NN
740	12	35	in	OO
741	13	35	a	OO
742	14	35	set	NN
743	15	35	A.	NN
744	16	35	Mixing	NN
745	17	35	(	OO
746	18	35	P	NN
747	19	35	≡	NN
748	20	35	Q	NN
749	21	35	)	OO
750	22	35	is	VB
751	23	35	an	OO
752	24	35	equivalence	NN
753	25	35	relation	NN
754	26	35	which	OO
755	27	35	syntactically	RB
756	28	35	brings	VB
757	29	35	the	OO
758	30	35	floating	VB
759	31	35	molecules	NN
760	32	35	close	RB
761	33	35	to	OO
762	34	35	each	OO
763	35	35	other	JJ
764	36	35	so	OO
765	37	35	that	OO
766	38	35	they	NN
767	39	35	can	VB
768	40	35	interact	VB
769	41	35	.	OO
770	1	36	Reaction	NN
771	2	36	(	OO
772	3	36	P	NN
773	4	36	→	NN
774	5	36	Q	NN
775	6	36	)	OO
776	7	36	describes	VB
777	8	36	how	RB
778	9	36	a	OO
779	10	36	solution	NN
780	11	36	becomes	VB
781	12	36	a	OO
782	13	36	different	JJ
783	14	36	solution	NN
784	15	36	.	OO
785	1	37	The	OO
786	2	37	symmetric	JJ
787	3	37	and	OO
788	4	37	transitive	JJ
789	5	37	closure	NN
790	6	37	,	OO
791	7	37	→*	NN
792	8	37	represents	VB
793	9	37	sequences	NN
794	10	37	of	OO
795	11	37	reactions	NN
796	12	37	.	OO
797	1	38	The	OO
798	2	38	chemical	NN
799	3	38	process	NN
800	4	38	algebra	NN
801	5	38	obeys	VB
802	6	38	the	OO
803	7	38	following	VB
804	8	38	general	JJ
805	9	38	laws	NN
806	10	38	;	OO
807	11	38	Untitled	JJ
808	12	38	document	NN
