indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
79	87	7	7	a	DT
80	88	8	7	new	JJ
81	89	9	7	risk	NN
82	90	10	7	allocation	NN
83	91	11	7	method	NN
84	93	13	7	we	PRP
85	94	14	7	study	VB
86	95	15	7	its	PRP$
87	96	16	7	coherence	NN
88	97	17	7	using	VBG
89	98	18	7	an	DT
90	99	19	7	axiomatic	JJ
91	100	20	7	approach	NN
92	102	22	7	and	CC
93	103	23	7	we	PRP
94	104	24	7	try	VBP
95	105	25	7	to	TO
96	106	26	7	define	VB
97	107	27	7	what	WP
98	108	28	7	the	DT
99	109	29	7	best	JJS
100	110	30	7	allocation	NN
101	111	31	7	choice	NN
102	112	32	7	for	IN
103	113	33	7	an	DT
104	114	34	7	insurance	NN
105	115	35	7	group	NN
106	116	36	7	is	VBZ
107	118	1	8	Introduction	NN
108	119	2	8	Solvency	NN
109	120	3	8	2	CD
110	121	4	8	standards	NNS
111	122	5	8	will	MD
112	123	6	8	make	VB
113	124	7	8	a	DT
114	125	8	8	radical	JJ
115	126	9	8	change	NN
116	127	10	8	in	IN
117	128	11	8	risk	NN
118	129	12	8	management	NN
119	130	13	8	practices	NNS
120	131	14	8	in	IN
121	132	15	8	the	DT
122	133	16	8	actuarial	JJ
123	134	17	8	sector	NN
124	136	1	9	They	PRP
125	137	2	9	are	VBP
126	138	3	9	based	VBN
127	139	4	9	on	IN
128	140	5	9	a	DT
129	141	6	9	strengthening	NN
130	142	7	9	of	IN
131	143	8	9	risk	NN
132	144	9	9	control	NN
133	145	10	9	and	CC
134	146	11	9	minimization	NN
135	147	12	9	of	IN
136	148	13	9	a	DT
137	149	14	9	ruin	NN
138	150	15	9	probability	NN
139	152	1	10	The	DT
140	153	2	10	determination	NN
141	154	3	10	of	IN
142	155	4	10	the	DT
143	156	5	10	economic	JJ
144	157	6	10	regulatory	JJ
145	158	7	10	capital	NN
146	159	8	10	will	MD
147	160	9	10	be	VB
148	161	10	10	faced	VBN
149	162	11	10	under	IN
150	163	12	10	this	DT
151	164	13	10	prudential	JJ
152	165	14	10	mechanism	NN
153	166	15	10	with	IN
154	167	16	10	a	DT
155	168	17	10	kind	NN
156	169	18	10	of	IN
157	170	19	10	methodological	JJ
158	171	20	10	revolution	NN
159	173	1	11	A	DT
160	174	2	11	choices	NNS
161	175	3	11	of	IN
162	176	4	11	a	DT
163	177	5	11	dependence	NN
164	178	6	11	model	NN
165	179	7	11	between	IN
166	180	8	11	different	JJ
167	181	9	11	risks	NNS
168	182	10	11	and	CC
169	183	11	11	of	IN
170	184	12	11	an	DT
171	185	13	11	aggregation	NN
172	186	14	11	methodology	NN
173	187	15	11	are	VBP
174	188	16	11	both	DT
175	189	17	11	required	VBN
176	191	1	12	In	IN
177	192	2	12	the	DT
178	193	3	12	prescribed	JJ
179	194	4	12	Standard	NNP
180	195	5	12	Formula	NNP
181	197	7	12	risks	NNS
182	198	8	12	aggregation	NN
183	199	9	12	is	VBZ
184	200	10	12	done	VBN
185	201	11	12	using	VBG
186	202	12	12	correlation	NN
187	203	13	12	matrices	NNS
188	204	14	12	that	WDT
189	205	15	12	connect	VBP
190	206	16	12	families	NNS
191	207	17	12	and	CC
192	208	18	12	subfamilies	NNS
193	209	19	12	of	IN
194	210	20	12	risks	NNS
195	212	1	13	Recently	RB
196	213	2	13	the	DT
197	214	3	13	proof	NN
198	215	4	13	of	IN
199	216	5	13	factorization	NN
200	217	6	13	in	IN
201	218	7	13	heavy	JJ
202	219	8	13	quarkonium	NN
203	220	9	13	production	NN
204	221	10	13	in	IN
205	222	11	13	NRQCD	NNP
206	223	12	13	color	NN
207	224	13	13	octet	NN
208	225	14	13	mechanism	NN
209	226	15	13	is	VBZ
210	227	16	13	given	VBN
211	228	17	13	at	IN
212	229	18	13	next	RB
213	231	20	13	to	IN
214	233	22	13	next	RB
215	235	24	13	to	IN
216	237	26	13	leading	VBG
217	238	27	13	order	NN
218	240	29	13	NNLO	NNP
219	242	31	13	in	IN
220	243	32	13	coupling	VBG
221	244	33	13	constant	JJ
222	245	34	13	by	IN
223	246	35	13	using	VBG
224	247	36	13	diagrammatic	JJ
225	248	37	13	method	NN
226	249	38	13	of	IN
227	250	39	13	QCD	NNP
228	252	1	14	In	IN
229	253	2	14	this	DT
230	254	3	14	paper	NN
231	255	4	14	we	PRP
232	256	5	14	prove	VBP
233	257	6	14	factorization	NN
234	258	7	14	in	IN
235	259	8	14	heavy	JJ
236	260	9	14	quarkonium	NN
237	261	10	14	production	NN
238	262	11	14	in	IN
239	263	12	14	NRQCD	NNP
240	264	13	14	color	NN
241	265	14	14	octet	NN
242	266	15	14	mechanism	NN
243	267	16	14	at	IN
244	268	17	14	all	DT
245	269	18	14	order	NN
246	270	19	14	in	IN
247	271	20	14	coupling	VBG
248	272	21	14	constant	JJ
249	273	22	14	by	IN
250	274	23	14	using	VBG
251	275	24	14	path	NN
252	276	25	14	integral	JJ
253	277	26	14	method	NN
254	278	27	14	of	IN
255	279	28	14	QCD	NNP
256	281	1	15	Our	PRP$
257	282	2	15	proof	NN
258	283	3	15	is	VBZ
259	284	4	15	valid	JJ
260	285	5	15	to	IN
261	286	6	15	all	DT
262	287	7	15	powers	NNS
263	288	8	15	in	IN
264	289	9	15	the	DT
265	290	10	15	heavy	JJ
266	291	11	15	quark	NN
267	292	12	15	relative	JJ
268	293	13	15	velocity	NN
269	295	1	16	We	PRP
270	296	2	16	find	VBP
271	297	3	16	that	IN
272	298	4	16	the	DT
273	299	5	16	gauge	NN
274	300	6	16	invariance	NN
275	301	7	16	and	CC
276	302	8	16	the	DT
277	303	9	16	factorization	NN
278	304	10	16	at	IN
279	305	11	16	all	DT
280	306	12	16	order	NN
281	307	13	16	in	IN
282	308	14	16	coupling	VBG
283	309	15	16	constant	JJ
284	310	16	16	require	VBP
285	311	17	16	gauge	NN
286	313	19	16	completed	VBN
287	314	20	16	non	AFX
288	316	22	16	perturbative	JJ
289	317	23	16	NRQCD	NNP
290	318	24	16	matrix	NN
291	319	25	16	elements	NNS
292	320	26	16	that	WDT
293	321	27	16	were	VBD
294	322	28	16	introduced	VBN
295	323	29	16	previously	RB
296	324	30	16	to	TO
297	325	31	16	prove	VB
298	326	32	16	factorization	NN
299	327	33	16	at	IN
300	328	34	16	NNLO	NNP
301	330	1	17	INTRODUCTION	NN
302	331	2	17	In	IN
303	332	3	17	the	DT
304	333	4	17	last	JJ
305	334	5	17	two	CD
306	335	6	17	decades	NNS
307	337	8	17	the	DT
308	338	9	17	NRQCD	NNP
309	339	10	17	color	NN
310	340	11	17	octet	JJ
311	341	12	17	mechanism	NN
312	343	14	17	1	CD
313	345	16	17	for	IN
314	346	17	17	heavy	JJ
315	347	18	17	quarkonium	NN
316	348	19	17	production	NN
317	349	20	17	has	VBZ
318	350	21	17	been	VBN
319	351	22	17	very	RB
320	352	23	17	successful	JJ
321	353	24	17	in	IN
322	354	25	17	explaining	VBG
323	355	26	17	experimental	JJ
324	356	27	17	data	NNS
325	357	28	17	at	IN
326	358	29	17	high	JJ
327	359	30	17	energy	NN
328	360	31	17	colliders	NNS
329	361	32	17	such	JJ
330	362	33	17	as	IN
331	363	34	17	at	IN
332	364	35	17	Tevatron	NNP
333	366	37	17	2	CD
334	368	39	17	and	CC
335	369	40	17	at	IN
336	370	41	17	LHC	NNP
337	372	43	17	3	CD
338	375	1	18	In	IN
339	376	2	18	its	PRP$
340	377	3	18	original	JJ
341	378	4	18	formulation	NN
342	380	6	18	1	CD
343	382	8	18	the	DT
344	383	9	18	proof	NN
345	384	10	18	of	IN
346	385	11	18	factorization	NN
347	386	12	18	in	IN
348	387	13	18	heavy	JJ
349	388	14	18	quarkonium	NN
350	389	15	18	production	NN
351	390	16	18	in	IN
352	391	17	18	NRQCD	NNP
353	392	18	18	color	NN
354	393	19	18	octet	NN
355	394	20	18	mechanism	NN
356	395	21	18	was	VBD
357	396	22	18	lacking	VBG
358	398	1	19	The	DT
359	399	2	19	proof	NN
360	400	3	19	of	IN
361	401	4	19	factorization	NN
362	402	5	19	is	VBZ
363	403	6	19	an	DT
364	404	7	19	essential	JJ
365	405	8	19	requirement	NN
366	406	9	19	to	TO
367	407	10	19	study	VB
368	408	11	19	heavy	JJ
369	409	12	19	quarkonium	NN
370	410	13	19	production	NN
371	411	14	19	at	IN
372	412	15	19	high	JJ
373	413	16	19	energy	NN
374	414	17	19	colliders	NNS
375	416	1	20	Factorization	NN
376	417	2	20	refers	VBZ
377	418	3	20	to	IN
378	419	4	20	separation	NN
379	420	5	20	of	IN
380	421	6	20	short	JJ
381	423	8	20	distance	NN
382	424	9	20	effects	NNS
383	425	10	20	from	IN
384	426	11	20	long	JJ
385	428	13	20	distance	NN
386	429	14	20	effects	NNS
387	430	15	20	in	IN
388	431	16	20	quantum	JJ
389	432	17	20	field	NN
390	433	18	20	theory	NN
391	435	1	21	We	CD
392	436	2	21	propose	VB
393	437	3	21	algorithms	NN
394	438	4	21	to	TO
395	439	5	21	approximate	VB
396	440	6	21	directed	VBN
397	441	7	21	information	NN
398	442	8	21	graphs	NNS
399	444	1	22	Directed	JJ
400	445	2	22	information	NN
401	446	3	22	graphs	NNS
402	447	4	22	are	VBP
403	448	5	22	probabilistic	JJ
404	449	6	22	graphical	JJ
405	450	7	22	models	NNS
406	451	8	22	that	WDT
407	452	9	22	depict	VBP
408	453	10	22	causal	JJ
409	454	11	22	dependencies	NNS
410	455	12	22	between	IN
411	456	13	22	stochastic	JJ
412	457	14	22	processes	NNS
413	458	15	22	in	IN
414	459	16	22	a	DT
415	460	17	22	network	NN
416	462	1	23	The	DT
417	463	2	23	proposed	VBN
418	464	3	23	algorithms	NNS
419	465	4	23	identify	VBP
420	466	5	23	optimal	JJ
421	467	6	23	and	CC
422	468	7	23	near	IN
423	470	9	23	optimal	JJ
424	471	10	23	approximations	NNS
425	472	11	23	in	IN
426	473	12	23	terms	NNS
427	474	13	23	of	IN
428	475	14	23	Kullback	NNP
429	477	16	23	Leibler	NNP
430	478	17	23	divergence	NN
431	480	1	24	The	DT
432	481	2	24	user	NN
433	483	4	24	chosen	VBN
434	484	5	24	sparsity	NN
435	485	6	24	trades	NNS
436	486	7	24	off	IN
437	487	8	24	the	DT
438	488	9	24	quality	NN
439	489	10	24	of	IN
440	490	11	24	the	DT
441	491	12	24	approximation	NN
442	492	13	24	against	IN
443	493	14	24	visual	JJ
444	494	15	24	conciseness	NN
445	495	16	24	and	CC
446	496	17	24	computational	JJ
447	497	18	24	tractability	NN
448	499	1	25	One	CD
449	500	2	25	class	NN
450	501	3	25	of	IN
451	502	4	25	approximations	NNS
452	503	5	25	contains	VBZ
453	504	6	25	graphs	NNS
454	505	7	25	with	IN
455	506	8	25	specified	VBN
456	507	9	25	in	IN
457	509	11	25	degrees	NNS
458	511	1	26	Another	DT
459	512	2	26	class	NN
460	513	3	26	additionally	RB
461	514	4	26	requires	VBZ
462	515	5	26	that	IN
463	516	6	26	the	DT
464	517	7	26	graph	NN
465	518	8	26	is	VBZ
466	519	9	26	connected	VBN
467	521	1	27	For	IN
468	522	2	27	both	DT
469	523	3	27	classes	NNS
470	525	5	27	we	PRP
471	526	6	27	propose	VBP
472	527	7	27	algorithms	NNS
473	528	8	27	to	TO
474	529	9	27	identify	VB
475	530	10	27	the	DT
476	531	11	27	optimal	JJ
477	532	12	27	approximations	NNS
478	533	13	27	and	CC
479	534	14	27	also	RB
480	535	15	27	near	RB
481	537	17	27	optimal	JJ
482	538	18	27	approximations	NNS
483	540	20	27	using	VBG
484	541	21	27	a	DT
485	542	22	27	novel	JJ
486	543	23	27	relaxation	NN
487	544	24	27	of	IN
488	545	25	27	submodularity	NN
489	547	1	28	We	PRP
490	548	2	28	also	RB
491	549	3	28	propose	VBP
492	550	4	28	algorithms	NNS
493	551	5	28	to	TO
494	552	6	28	identify	VB
495	553	7	28	the	DT
496	554	8	28	r	NN
497	556	10	28	best	JJS
498	557	11	28	approximations	NNS
499	558	12	28	among	IN
500	559	13	28	these	DT
501	560	14	28	classes	NNS
502	562	16	28	enabling	VBG
503	563	17	28	robust	JJ
504	564	18	28	decision	NN
505	565	19	28	making	NN
506	567	1	29	Keywords	NNS
507	569	3	29	probabilistic	JJ
508	570	4	29	graphical	JJ
509	571	5	29	models	NNS
510	573	7	29	network	NN
511	574	8	29	inference	NN
512	576	10	29	causality	NN
513	578	12	29	submodularity	NN
514	580	14	29	approximation	NN
515	581	15	29	algorithms	NNS
516	582	16	29	1	CD
517	584	1	30	Introduction	NN
518	585	2	30	Many	JJ
519	586	3	30	fields	NNS
520	587	4	30	of	IN
521	588	5	30	the	DT
522	589	6	30	sciences	NNS
523	590	7	30	and	CC
524	591	8	30	engineering	NN
525	592	9	30	require	VB
526	593	10	30	analysis	NN
527	595	12	30	modeling	NN
528	597	14	30	and	CC
529	598	15	30	decision	NN
530	599	16	30	making	VBG
531	600	17	30	using	VBG
532	601	18	30	networks	NNS
533	603	20	30	typically	RB
534	604	21	30	represented	VBN
535	605	22	30	by	IN
536	606	23	30	graphs	NNS
537	608	1	31	Social	JJ
538	609	2	31	networks	NNS
539	611	4	31	financial	JJ
540	612	5	31	networks	NNS
541	614	7	31	and	CC
542	615	8	31	biological	JJ
543	616	9	31	networks	NNS
544	617	10	31	are	VBP
545	618	11	31	a	DT
546	619	12	31	few	JJ
547	620	13	31	categories	NNS
548	621	14	31	that	WDT
549	622	15	31	are	VBP
550	623	16	31	relevant	JJ
551	624	17	31	not	RB
552	625	18	31	only	RB
553	626	19	31	academically	RB
554	627	20	31	but	CC
555	628	21	31	also	RB
556	629	22	31	in	IN
557	630	23	31	daily	JJ
558	631	24	31	life	NN
559	633	1	32	A	DT
560	634	2	32	major	JJ
561	635	3	32	challenge	NN
562	636	4	32	for	IN
563	637	5	32	studying	VBG
564	638	6	32	networks	NNS
565	639	7	32	is	VBZ
566	640	8	32	identifying	VBG
567	641	9	32	a	DT
568	642	10	32	concise	JJ
569	643	11	32	topology	NN
570	645	13	32	such	JJ
571	646	14	32	as	IN
572	647	15	32	who	WP
573	648	16	32	strongly	RB
574	649	17	32	influences	VBZ
575	650	18	32	whom	WP
576	651	19	32	in	IN
577	652	20	32	a	DT
578	653	21	32	social	JJ
579	654	22	32	network	NN
580	656	1	33	Real	JJ
581	657	2	33	world	NN
582	658	3	33	networks	NNS
583	659	4	33	are	VBP
584	660	5	33	often	RB
585	661	6	33	large	JJS
586	662	7	33	there	EX
587	663	8	33	are	VBP
588	664	9	33	tens	NNS
589	665	10	33	of	IN
590	666	11	33	thousands	NNS
591	667	12	33	of	IN
592	668	13	33	human	JJ
593	669	14	33	genes	NNS
594	670	15	33	and	CC
595	671	16	33	trillions	NNS
596	672	17	33	of	IN
597	673	18	33	connections	NNS
598	674	19	33	in	IN
599	675	20	33	the	DT
600	676	21	33	human	JJ
601	677	22	33	brain	NN
602	679	1	34	Based	VBN
603	680	2	34	on	IN
604	681	3	34	the	DT
605	682	4	34	concept	NN
606	683	5	34	of	IN
607	684	6	34	DNA	NN
608	685	7	34	strand	NN
609	686	8	34	displacement	NN
610	687	9	34	and	CC
611	688	10	34	DNA	NN
612	689	11	34	strand	NN
613	690	12	34	algebra	NN
614	691	13	34	we	PRP
615	692	14	34	have	VBP
616	693	15	34	developed	VBN
617	694	16	34	a	DT
618	695	17	34	method	NN
619	696	18	34	for	IN
620	697	19	34	logical	JJ
621	698	20	34	inference	NN
622	699	21	34	which	WDT
623	700	22	34	is	VBZ
624	701	23	34	not	RB
625	702	24	34	based	VBN
626	703	25	34	on	IN
627	704	26	34	silicon	NN
628	705	27	34	based	VBN
629	706	28	34	computing	NN
630	708	1	35	Essentially	RB
631	710	3	35	it	PRP
632	711	4	35	is	VBZ
633	712	5	35	a	DT
634	713	6	35	paradigm	NN
635	714	7	35	shift	NN
636	715	8	35	from	IN
637	716	9	35	silicon	NN
638	717	10	35	to	IN
639	718	11	35	carbon	NN
640	720	1	36	In	IN
641	721	2	36	this	DT
642	722	3	36	paper	NN
643	723	4	36	we	PRP
644	724	5	36	have	VBP
645	725	6	36	considered	VBN
646	726	7	36	the	DT
647	727	8	36	inference	NN
648	728	9	36	mechanism	NN
649	730	11	36	viz	NN
650	732	1	37	modus	NN
651	733	2	37	ponens	NNS
652	735	4	37	to	TO
653	736	5	37	draw	VB
654	737	6	37	conclusion	NN
655	738	7	37	from	IN
656	739	8	37	any	DT
657	740	9	37	observed	JJ
658	741	10	37	fact	NN
659	743	1	38	Thus	RB
660	745	3	38	the	DT
661	746	4	38	present	JJ
662	747	5	38	approach	NN
663	748	6	38	to	IN
664	749	7	38	logical	JJ
665	750	8	38	inference	NN
666	751	9	38	based	VBN
667	752	10	38	on	IN
668	753	11	38	DNA	NN
669	754	12	38	strand	NN
670	755	13	38	algebra	NN
671	756	14	38	is	VBZ
672	757	15	38	basically	RB
673	758	16	38	an	DT
674	759	17	38	attempt	NN
675	760	18	38	to	TO
676	761	19	38	develop	VB
677	762	20	38	expert	NN
678	763	21	38	system	NN
679	764	22	38	design	NN
680	765	23	38	in	IN
681	766	24	38	the	DT
682	767	25	38	domain	NN
683	768	26	38	of	IN
684	769	27	38	DNA	NN
685	770	28	38	computing	NN
686	772	1	39	We	PRP
687	773	2	39	have	VBP
688	774	3	39	illustrated	VBN
689	775	4	39	our	PRP$
690	776	5	39	methodology	NN
691	777	6	39	with	IN
692	778	7	39	respect	NN
693	779	8	39	to	TO
694	780	9	39	worked	VB
695	781	10	39	out	RP
696	782	11	39	example	NN
697	784	1	40	Our	PRP$
698	785	2	40	methodology	NN
699	786	3	40	is	VBZ
700	787	4	40	very	RB
701	788	5	40	flexible	JJ
702	789	6	40	for	IN
703	790	7	40	implementation	NN
704	791	8	40	of	IN
705	792	9	40	different	JJ
706	793	10	40	expert	NN
707	794	11	40	system	NN
708	795	12	40	applications	NNS
709	797	1	41	Keywords	NNS
710	799	3	41	logical	JJ
711	800	4	41	inference	NN
712	802	6	41	DNA	NNP
713	803	7	41	strand	NN
714	804	8	41	algebra	NN
715	806	10	41	DNA	NNP
716	807	11	41	gate	NN
717	809	13	41	DNA	NNP
718	810	14	41	signal	NN
719	812	16	41	process	NN
720	813	17	41	algebra	NN
721	815	19	41	DNA	NNP
722	816	20	41	computing	NN
723	818	22	41	modus	NN
724	819	23	41	ponens	VBZ
725	821	25	41	strand	NN
726	822	26	41	displacement	NN
727	824	28	41	molecular	JJ
728	825	29	41	computing	NN
729	827	31	41	expert	NN
730	828	32	41	system	NN
731	829	33	41	approach	NN
732	831	1	42	1	LS
733	833	1	43	Introduction	VB
734	834	2	43	Conventional	JJ
735	835	3	43	silicon	NN
736	836	4	43	based	VBN
737	837	5	43	computing	NN
738	838	6	43	has	VBZ
739	839	7	43	been	VBN
740	840	8	43	successful	JJ
741	841	9	43	over	IN
742	842	10	43	the	DT
743	843	11	43	past	JJ
744	844	12	43	several	JJ
745	845	13	43	decades	NNS
746	847	1	44	It	PRP
747	848	2	44	is	VBZ
748	849	3	44	fast	RB
749	851	5	44	flexible	JJ
750	853	7	44	and	CC
751	854	8	44	well	RB
752	855	9	44	understood	VBN
753	857	1	45	But	CC
754	858	2	45	it	PRP
755	859	3	45	has	VBZ
756	860	4	45	reached	VBN
757	861	5	45	its	PRP$
758	862	6	45	limitations	NNS
759	863	7	45	of	IN
760	864	8	45	design	NN
761	865	9	45	complexity	NN
762	867	11	45	processing	NN
763	868	12	45	power	NN
764	870	14	45	memory	NN
765	872	16	45	energy	NN
766	873	17	45	consumption	NN
767	875	19	45	density	NN
768	876	20	45	and	CC
769	877	21	45	heat	NN
770	878	22	45	dissipation	NN
771	880	1	46	Alternatives	NNS
772	881	2	46	to	IN
773	882	3	46	these	DT
774	883	4	46	traditional	JJ
775	884	5	46	methods	NNS
776	885	6	46	of	IN
777	886	7	46	building	VBG
778	887	8	46	computers	NNS
779	888	9	46	have	VBP
780	889	10	46	been	VBN
781	890	11	46	proposed	VBN
782	891	12	46	and	CC
783	892	13	46	in	IN
784	893	14	46	recent	JJ
785	894	15	46	past	IN
786	895	16	46	molecular	JJ
787	896	17	46	computing	NN
788	897	18	46	has	VBZ
789	898	19	46	gained	VBN
790	899	20	46	considerable	JJ
791	900	21	46	attention	NN
792	901	22	46	for	IN
793	902	23	46	non	AFX
794	904	25	46	silicon	NN
795	905	26	46	based	VBN
796	906	27	46	computing	NN
797	907	28	46	which	WDT
798	908	29	46	can	MD
799	909	30	46	overcome	VB
800	910	31	46	conventional	JJ
801	911	32	46	computation	NN
802	912	33	46	problems	NNS
803	914	1	47	The	DT
804	915	2	47	Watson	NNP
805	917	4	47	Crick	NNP
806	918	5	47	base	NN
807	919	6	47	pairing	NN
808	920	7	47	makes	VBZ
809	921	8	47	DNA	NNP
810	922	9	47	a	DT
811	923	10	47	powerful	JJ
812	924	11	47	tool	NN
813	925	12	47	for	IN
814	926	13	47	engineering	VBG
815	927	14	47	at	IN
816	928	15	47	nano	NN
817	930	17	47	scale	NN
818	932	1	48	Trip	JJ
819	933	2	48	distribution	NN
820	934	3	48	laws	NNS
821	935	4	48	are	VBP
822	936	5	48	basic	JJ
823	937	6	48	for	IN
824	938	7	48	the	DT
825	939	8	48	travel	NN
826	940	9	48	demand	NN
827	941	10	48	characterization	NN
828	942	11	48	needed	VBN
829	943	12	48	in	IN
830	944	13	48	transport	NN
831	945	14	48	and	CC
832	946	15	48	urban	JJ
833	947	16	48	planning	NN
834	949	1	49	Several	JJ
835	950	2	49	approaches	NNS
836	951	3	49	have	VBP
837	952	4	49	been	VBN
838	953	5	49	considered	VBN
839	954	6	49	in	IN
840	955	7	49	the	DT
841	956	8	49	last	JJ
842	957	9	49	years	NNS
843	959	1	50	One	CD
844	960	2	50	of	IN
845	961	3	50	them	PRP
846	962	4	50	is	VBZ
847	963	5	50	the	DT
848	964	6	50	so	RB
849	966	8	50	called	VBN
850	967	9	50	gravity	NN
851	968	10	50	law	NN
852	970	12	50	in	IN
853	971	13	50	which	WDT
854	972	14	50	the	DT
855	973	15	50	number	NN
856	974	16	50	of	IN
857	975	17	50	trips	NNS
858	976	18	50	is	VBZ
859	977	19	50	assumed	VBN
860	978	20	50	to	TO
861	979	21	50	be	VB
862	980	22	50	related	VBN
863	981	23	50	to	IN
864	982	24	50	the	DT
865	983	25	50	population	NN
866	984	26	50	at	IN
867	985	27	50	origin	NN
868	986	28	50	and	CC
869	987	29	50	destination	NN
870	988	30	50	and	CC
871	989	31	50	to	TO
872	990	32	50	decrease	VB
873	991	33	50	with	IN
874	992	34	50	the	DT
875	993	35	50	distance	NN
876	995	1	51	The	DT
877	996	2	51	mathematical	JJ
878	997	3	51	expression	NN
879	998	4	51	of	IN
880	999	5	51	this	DT
881	1000	6	51	law	NN
882	1001	7	51	resembles	VBZ
883	1002	8	51	Newton	NNP
884	1003	9	51	s	NNP
885	1004	10	51	law	NN
886	1005	11	51	of	IN
887	1006	12	51	gravity	NN
888	1008	14	51	which	WDT
889	1009	15	51	explains	VBZ
890	1010	16	51	its	PRP$
891	1011	17	51	name	NN
892	1013	1	52	Another	DT
893	1014	2	52	popular	JJ
894	1015	3	52	approach	NN
895	1016	4	52	is	VBZ
896	1017	5	52	inspired	VBN
897	1018	6	52	by	IN
898	1019	7	52	the	DT
899	1020	8	52	theory	NN
900	1021	9	52	of	IN
901	1022	10	52	intervening	VBG
902	1023	11	52	opportunities	NNS
903	1024	12	52	and	CC
904	1025	13	52	it	PRP
905	1026	14	52	has	VBZ
906	1027	15	52	been	VBN
907	1028	16	52	concreted	VBN
908	1029	17	52	into	IN
909	1030	18	52	the	DT
910	1031	19	52	so	RB
911	1033	21	52	called	VBN
912	1034	22	52	radiation	NN
913	1035	23	52	models	NNS
914	1037	1	53	Individuals	NNS
915	1038	2	53	are	VBP
916	1039	3	53	supposed	VBN
917	1040	4	53	to	TO
918	1041	5	53	travel	VB
919	1042	6	53	until	IN
920	1043	7	53	they	PRP
921	1044	8	53	find	VBP
922	1045	9	53	a	DT
923	1046	10	53	job	NN
924	1047	11	53	opportunity	NN
925	1049	13	53	so	IN
926	1050	14	53	the	DT
927	1051	15	53	population	NN
928	1052	16	53	and	CC
929	1053	17	53	jobs	NNS
930	1054	18	53	spatial	JJ
931	1055	19	53	distributions	NNS
932	1056	20	53	naturally	RB
933	1057	21	53	lead	VBP
934	1058	22	53	to	IN
935	1059	23	53	a	DT
936	1060	24	53	trip	NN
937	1061	25	53	flow	NN
938	1062	26	53	network	NN
939	1064	1	54	In	IN
940	1065	2	54	this	DT
941	1066	3	54	paper	NN
942	1068	5	54	we	PRP
943	1069	6	54	perform	VBP
944	1070	7	54	a	DT
945	1071	8	54	thorough	JJ
946	1072	9	54	comparison	NN
947	1073	10	54	between	IN
948	1074	11	54	the	DT
949	1075	12	54	gravity	NN
950	1076	13	54	and	CC
951	1077	14	54	the	DT
952	1078	15	54	radiation	NN
953	1079	16	54	approaches	NNS
954	1080	17	54	in	IN
955	1081	18	54	their	PRP$
956	1082	19	54	ability	NN
957	1083	20	54	at	IN
958	1084	21	54	estimating	VBG
959	1085	22	54	commuting	VBG
960	1086	23	54	flows	NNS
961	1088	1	55	We	PRP
962	1089	2	55	test	VBP
963	1090	3	55	the	DT
964	1091	4	55	gravity	NN
965	1092	5	55	and	CC
966	1093	6	55	the	DT
967	1094	7	55	radiation	NN
968	1095	8	55	laws	NNS
969	1096	9	55	against	IN
970	1097	10	55	empirical	JJ
971	1098	11	55	trip	NN
972	1099	12	55	data	NNS
