indexInDoc	token	posTag
1081	not	RB
1082	willing	JJ
1083	to	OO
1084	go	VB
1085	outside	OO
1086	the	OO
1087	parameters	NN
1088	set	VB
1089	by	OO
1090	conglomerates	NN
1091	that	OO
1092	safety	NN
1093	net	NN
1094	of	OO
1095	success	NN
1096	there	OO
1097	no	OO
1098	point	NN
1099	venturing	VB
1100	out	OO
1101	on	OO
1102	your	JJ
1103	own	JJ
1104	Lee	NN
1105	assures	VB
1106	Many	JJ
1107	young	JJ
1108	entrepreneurs	NN
1109	seem	VB
1110	to	OO
1111	be	VB
1112	jumping	VB
1113	on	OO
1114	the	OO
1115	bandwagon	NN
1116	approaching	VB
1117	the	OO
1118	startup	NN
1119	game	NN
1120	for	OO
1121	the	OO
1122	wrong	JJ
1123	reasons	NN
1124	without	OO
1125	any	OO
1126	clear	JJ
1127	strategy	NN
1128	in	OO
1129	mind	NN
1130	Lee	NN
1131	notes	NN
1132	If	NN
1133	not	RB
1134	hungry	JJ
1135	enough	RB
1136	if	OO
1137	not	RB
1138	ready	JJ
1139	to	OO
1140	startup	VB
1141	a	OO
1142	new	JJ
1143	company	NN
1144	then	RB
1145	better	JJ
1146	to	OO
1147	jump	VB
1148	ship	NN
1149	President	NN
1150	Park	NN
1151	has	VB
1152	vowed	VB
1153	to	OO
1154	cut	VB
1155	through	OO
1156	red	JJ
1157	tap	NN
1158	and	OO
1159	provide	VB
1160	financial	JJ
1161	incentive	NN
1162	for	OO
1163	entrepreneurs	NN
1164	earmarking	VB
1165	92	OO
1166	billion	OO
1167	to	OO
1168	support	VB
1169	small	JJ
1170	and	OO
1171	businesses	NN
1172	which	OO
1173	also	RB
1174	encompasses	VB
1175	startups	NN
1176	But	OO
1177	getting	VB
1178	startups	NN
1179	off	OO
1180	the	OO
1181	ground	NN
1182	is	VB
1183	one	OO
1184	thing	NN
1185	turning	VB
1186	them	NN
1187	into	OO
1188	sustainable	JJ
1189	businesses	NN
1190	is	VB
1191	another	OO
1192	It	NN
1193	seems	VB
1194	only	RB
1195	a	OO
1196	matter	NN
1197	of	OO
1198	time	NN
1199	before	OO
1200	such	JJ
1201	inflated	JJ
1202	expectations	NN
1203	burst	VB
1204	if	OO
1205	entrepreneurs	NN
1206	keep	VB
1207	at	OO
1208	it	NN
1209	for	OO
1210	the	OO
1211	right	JJ
1212	reasons	NN
1213	Another	OO
1214	obstacle	NN
1215	for	OO
1216	many	JJ
1217	entrepreneurs	NN
1218	is	VB
1219	the	OO
1220	apparent	JJ
1221	lack	NN
1222	of	OO
1223	corporate	JJ
1224	culture	NN
1225	that	OO
1226	actively	RB
1227	embraces	VB
1228	deals	NN
1229	which	OO
1230	in	OO
1231	turn	NN
1232	rewards	VB
1233	founders	NN
1234	with	OO
1235	attractive	JJ
1236	valuations	NN
1237	According	VB
1238	to	OO
1239	Go	VB
1240	chairman	NN
1241	of	OO
1242	The	OO
1243	Korean	NN
1244	Business	NN
1245	Angels	NN
1246	Association	NN
1247	the	OO
1248	government	NN
1249	remains	VB
1250	slow	JJ
1251	at	OO
1252	harnessing	VB
1253	the	OO
1254	potential	NN
1255	of	OO
1256	younger	JJ
1257	entrepreneurs	NN
1258	many	OO
1259	of	OO
1260	whom	NN
1261	are	VB
1262	still	RB
1263	under	OO
1264	the	OO
1265	spell	NN
1266	of	OO
1267	larger	JJ
1268	conglomerates	NN
1269	that	OO
1270	hold	VB
1271	a	OO
1272	monopoly	NN
1273	on	OO
1274	the	OO
1275	country	NN
1276	tech	NN
1277	industries	NN
